"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"315","Ireland-2014",89.1805455945084,25.987718333215,77.7995026557415,85.0715049916531,-0.9212,"Ireland","2014",NA,"2014Q4",4,209.078,110.975,1.30425,28.824,20.6995,84.58425,84.58425,37.23575,9.15175,78.10575,124.49375,178,8527,240359,7669,0.000301,-3e-04,11.9,-3.653,1.076,"AM",9.05099287874205,12.3898889180132,8.94494150776486,36.7118929880859,14.1312109375,18.281921875,"Units",0.05,55492.982676213,10.9240118534741,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","NO","NO","YES",0.0208909196893628,1516.63234343074
"316","Ireland-2015",88.7709287310817,27.3568741539859,77.7210397042831,84.8437376040571,-1.1174,"Ireland","2015",NA,"2015Q4",4,203.21,86.6,1.10095,13.55775,19.54475,73.34975,73.34975,46.87525,12.65825,70.32675,129.86025,178,25121,303871,23886,-3.3e-05,0.000301,9.95,-1.951,4.402,"AM",10.131459428707,12.6243585482245,10.0810477922284,39.4352248374162,16.7210116731517,23.9926661478599,"Units",0.05,61995.4227789928,11.0348158351567,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","NO","YES","NO",-0.0193789534215067,1998.5734491223
"317","Ireland-2016",86.131217087285,25.1631259091982,77.7755805610713,82.5849390873775,-1.6933,"Ireland","2016",NA,"2016Q4",4,202.66225,75.9,1.104725,15.99975,18.263,81.3525,81.3525,40.18975,12.42975,68.69025,121.30975,178,3678,318310,2430,-0.000192,-2e-04,8.392,-0.000693,-4.191,"AM",8.21012440516427,12.670781029679,7.79564653633459,39.9203110844591,15.863488372093,23.5903348837209,"Units",0,63197.0823744196,11.0540134141076,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","YES","YES","NO",-0.184658703846678,3368.17392717955
"318","Ireland-2017",85.7124075837458,28.2152468198655,77.7573753162884,82.4996897937627,-1.7354,"Ireland","2017",NA,"2017Q4",4,207.992,72.75,1.14755,22.20825,18.37725,87.74225,87.74225,34.75225,13.04,72.45725,120.24925,178,8155,350751,6940,0.000251,0.000501,6.733,-0.000305,0.000491,"AM",9.00638651505511,12.7678318489941,8.84505705350085,40.6923290952421,11.0908914728682,14.7667779069768,"Units",0,69822.3471789095,11.1537093976664,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","YES","YES","NO",0.00341714001222031,4162.29190692309
"319","Ireland-2018",86.9427451047282,30.8649506258511,77.7440565539487,83.6881549876096,-1.7802,"Ireland","2018",NA,"2018Q4",4,211.584,66.85,1.175125,23.44625,17.6175,87.59275,87.59275,30.85175,16.9375,76.20175,123.99125,178,8307,389143,6967,0.000708,0.000798,5.75,5.2e-05,10.585,"AM",9.02485381183907,12.8717021643034,8.84893999503012,42.8539538630779,16.5691015625,16.331809375,"Units",0,78621.2279552716,11.2723970177202,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","NO","YES","YES","NO",0.0373186353535793,4975.32346293715
"320","Ireland-2019",85.5120566927421,33.6985501212521,78.0056002337559,82.8394258797547,-1.7985,"Ireland","2019",NA,"2019Q4",4,211.445,62.625,1.11845,25.59125,17.463,86.41625,86.41625,25.44525,20.653,78.9305,125.02875,178,5543,417875,4180,0.000877,0,4.992,0.000302,-9.457,"AM",8.6202911494198,12.9429376237224,8.3380665255188,NA,15.3830078125,15.04932421875,"Units",0,78660.9564629603,11.2729022053698,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","YES","YES","NO",0.0234655887671524,5438.60281118074
"321","Italy-2004",70.8587501413717,30.0490880609554,83.9930565970049,72.128134690361,-0.386200000000001,"Italy","2004",2.76222646529531,"2004Q4",4,1547.46675,108.175,1.260225,748.99725,216.7995,1020.55,1020.55,237.19475,252.34075,37.38125,526.91675,136,1424,1852.527,0.676,2.257,2.343,7.975,-3.479,-0.000482,"AM",7.26122509197192,7.52430593196281,-0.391562202939173,32.5439304516407,15.4567938931298,18.8862977099237,"Units",2,31259.7164954309,10.3500855346903,2004,"NO","NO","NO","NO","NO","13",0.02668000125523,"NO","NO","NO","NO","NO","YES",NA,NA
"322","Italy-2005",70.2579386341064,29.113701003824,86.0931466137597,71.9929639968947,-0.8821,"Italy","2005",3.23826980965577,"2005Q4",4,1606.62775,108.825,1.222375,716.72575,217.311,994.08025,994.08025,273.894,296.7455,41.90825,612.5475,136,0.818,1925.851,0.054,2.207,2.048,7.683,-4.083,-0.000883,"AM",-0.20089294237939,7.56312322695631,-2.91877123241786,33.1420598434151,12.7798461538462,14.031135,"Units",2.25,32043.1403684119,10.3748384103746,2005,"NO","NO","NO","NO","NO","13",0.0323265814885837,"NO","NO","NO","NO","NO","YES",NA,NA
"323","Italy-2006",69.5713360222347,29.5101565240062,87.8076305664853,71.82235177257,-0.5002,"Italy","2006",3.42416671160356,"2006Q4",4,1663.8835,108.675,1.266175,646.63125,286.85225,998.12825,998.12825,325.5165,297.57275,42.66625,665.75525,136,1791,2019.663,1351,2.229,2.125,6.792,-3.617,-1.476,"AM",7.49052940206071,7.61068594479413,7.2086003379602,34.6380056257469,12.7803846153846,16.5267488461538,"Units",3.5,33501.6581673044,10.4193502141197,2006,"NO","NO","NO","NO","NO","13",0.0243665588923474,"NO","NO","NO","NO","NO","YES",-0.0309643112792719,NA
"324","Italy-2007",68.4701034880394,29.3088486146702,89.4440941495904,71.2590084859307,0.6288,"Italy","2007",3.76243467546476,"2007Q4",4,1691.594,106.25,1.393075,590.3155,370.01375,1026.2345,1026.2345,377.83475,246.09625,41.4285,665.3595,136,1487,2104.761,1099,2.025,2.775,6.125,-1.34,-1.367,"AM",7.30451594646016,7.65195720047802,7.00215595440362,35.3315906101816,17.4525670498084,19.6144287356322,"Units",4,37822.6652377427,10.5406638113778,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","NO","NO","NO","NO","YES",0.0345923746717476,NA
"325","Italy-2008",68.8349830950167,31.6151525061523,89.8467608074938,71.8167540138033,2.1697,"Italy","2008",4.33259382637626,"2008Q4",4,1730.04375,105.7,1.4949,589.72,390.787,1042.46875,1042.46875,391.59725,246.32175,49.65575,687.575,136,-0.962,2125.056,-1791,3.492,2.362,6.742,-2.564,-2.795,"AM",NA,7.66155343395246,NA,35.4749438444752,32.5826717557252,33.7087614503817,"Units",2.5,40778.3427367209,10.6159064041835,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","NO","NO","NO","NO","YES",0.0910934443587029,NA
"326","Italy-2009",68.2699332533124,36.5570466773973,89.7705039489494,71.7589543175688,0.3052,"Italy","2009",3.02700909877606,"2009Q4",4,1837.63225,115.325,1.412275,594.9565,442.0315,1101.06275,1101.06275,407.584,262.3755,66.61,736.5695,136,-5281,2028.179,-5942,0.000765,1.099,7.733,-5.121,-1.885,"AM",NA,7.61489362511581,NA,32.8861736975578,31.5984942084942,33.6347776061776,"Units",1,37079.7586704546,10.5208265113106,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","NO","NO","NO","NO","YES",0.0681149240751889,NA
"327","Italy-2010",68.3630553438783,37.4290817204511,90.7128289855151,72.091264567365,1.5215,"Italy","2010",3.57968579295654,"2010Q4",4,1904.51825,119.325,1.319,605.67075,489.44275,1162.90075,1162.90075,453.8795,217.58175,70.1565,741.6175,136,1713,2086.966,1274,1.62,2.065,8.35,-4.24,-3.295,"AM",7.44600149832412,7.64346661561723,7.14991683613211,33.1953757114933,22.494578313253,26.3612714859438,"Units",1,36000.5201179254,10.491288665054,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","NO","NO","NO","YES",-0.0585048945849781,NA
"328","Italy-2011",67.566866915995,38.9984012430876,91.3218122483814,71.7103657104958,5.2318,"Italy","2011",2.94466372553515,"2011Q4",4,1963.584,119.8,1.37755,653.61225,506.0025,1240.237,1240.237,470.10175,160.7355,92.50975,723.347,136,0.707,2145.632,0.296,2.935,3.727,8.392,-3.593,-2.825,"AM",-0.346724613085564,7.6711894266593,-1.21739582465808,32.6113003198204,24.2025793650794,30.0778968253968,"Units",1,38599.0622070322,10.5609832600032,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","NO","NO","NO","YES",-0.0707164518574678,NA
"329","Italy-2012",67.3725882678308,41.7599682000244,91.4946222466822,71.8170315543953,2.7396,"Italy","2012",3.61919864683014,"2012Q4",4,2047.66925,125.275,1.30175,706.4005,609.587,1414.586,1414.586,350.16225,144.503,138.418,633.08325,136,-2981,2121.601,-3329,3.315,2.567,10.683,-2.945,-0.000231,"AM",NA,7.65992627133382,NA,33.2197766616487,17.8154901960784,24.5842854901961,"Units",0.75,35053.5262442572,10.4646314935152,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","NO","NO","YES",0.0425029944466626,NA
"330","Italy-2013",68.0475372516385,47.5486718834636,91.2800836713227,72.7828765001994,1.0968,"Italy","2013",3.95121199746377,"2013Q4",4,2129.34725,132.025,1.329525,700.2085,667.3485,1470.4945,1470.4945,387.0595,150.2345,121.55875,658.85275,136,-1841,2119.078,-2396,1.245,0.000601,12.133,-2.854,1.109,"AM",NA,7.65873636740679,NA,33.4664677302116,14.2290310077519,18.533330620155,"Units",0.25,35549.9746972954,10.4786947234814,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","NO","NO","YES",-0.0582293067025159,50774.9762798718
"331","Italy-2014",66.8907616753991,50.8892616298116,89.8283643089099,71.8522464325632,-0.2812,"Italy","2014",3.91764782821879,"2014Q4",4,2207.41475,136,1.30425,715.89425,666.17625,1487.62125,1487.62125,473.3685,143.94375,102.481,719.7935,136,-0.005,2158.198,-0.453,0.000234,0,12.608,-2.954,1.899,"AM",NA,7.67702889323103,NA,32.6959575306921,14.1312109375,18.281921875,"Units",0.05,35518.4152916749,10.4778065815747,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","NO","NO","YES",0.0208909196893628,47688.7192545029
"332","Italy-2015",66.8870575597467,47.8602102493435,89.3110770644349,71.4985029195822,-0.6734,"Italy","2015",3.16786623371122,"2015Q4",4,2256.802,137.425,1.10095,681.597,668.5825,1490.8335,1490.8335,496.73025,131.32375,137.9145,765.9685,136,0.778,2197.639,0.757,0.000108,1e-04,11.917,-2.552,1.421,"AM",-0.251028754803745,7.69513888125628,-0.278392025544688,32.70388705263,16.7210116731517,23.9926661478599,"Units",0.05,30230.2263021296,10.316597573757,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","NO","NO","YES",-0.0193789534215067,47033.6929795149
"333","Italy-2016",68.0482406308455,47.3844201802036,89.0316029288787,72.3233865724072,-0.6293,"Italy","2016",2.33532587673561,"2016Q4",4,2296.43175,136.5,1.104725,652.18875,661.056,1545.04375,1545.04375,468.804,131.63125,150.953,751.388,136,1293,2249.114,1511,-5e-05,0.000497,11.667,-2.404,2.594,"AM",7.16472037877186,7.71829163986986,7.32052696227274,32.2061163444276,15.863488372093,23.5903348837209,"Units",0,30939.7142462298,10.3397958883452,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","NO","NO","YES",-0.184658703846678,44803.132686776
"334","Italy-2017",67.8734000536447,46.3236061443497,88.6397049733848,72.0202424132409,-0.3894,"Italy","2017",2.25808863862564,"2017Q4",4,2343.40775,136.275,1.14755,643.8705,640.5895,1619.605,1619.605,424.08075,133.767,165.955,723.80275,136,1668,2329.691,1796,1.326,0.000989,11.267,-2.445,2.575,"AM",7.41938058291869,7.75349091973945,7.49331724886215,32.0745611389274,11.0908914728682,14.7667779069768,"Units",0,32406.7203150134,10.3861210974025,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","NO","NO","YES",0.00341714001222031,48918.6415500727
"335","Italy-2018",67.8583833869869,49.0984839773253,88.6448182217282,72.2366196581845,0.0577999999999999,"Italy","2018",1.76635614266737,"2018Q4",4,2383.9355,135.675,1.175125,629.54625,647.8755,1666.497,1666.497,389.1665,130.67225,197.5995,717.4385,136,0.798,2405.497,0.974,1.243,1.175,10.625,-2.199,2.492,"AM",-0.225646681532328,7.78551181399676,-0.026343975339602,31.3148779134923,16.5691015625,16.331809375,"Units",0,34520.085162403,10.4492966122396,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","NO","NO","NO","YES",0.0373186353535793,51330.7485715528
"336","Italy-2019",69.4335597924648,49.8075973177474,88.2759456541888,73.4685618136381,-0.5055,"Italy","2019",1.67412820431279,"2019Q4",4,2427.7665,136.525,1.11845,623.9445,663.8495,1692.0585,1692.0585,409.84,146.99525,178.8725,735.708,136,0.301,2454.809,0.508,0.000634,0.000484,9.95,-1.639,2.957,"AM",-1.20064501423326,7.80580423679468,-0.677273831403655,NA,15.3830078125,15.04932421875,"Units",0,33189.5657988542,10.4099908223402,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","NO","NO","YES",0.0234655887671524,55341.3871311084
"337","Japan-2004",83.2667590707497,43.5871008840604,87.8754667395713,83.8319208878539,-2.7772,"Japan","2004",2.89923209838822,"2004Q4",4,757923.5425,145.494835918354,0.009356958514179,364099.38025,268657.5,728101.88025,728101.88025,14328.37675,2843.16025,12650.12475,29821.66225,158,2205,3872.397,2125,-1e-05,0.000516,4.733,-5.881,3.781,"AM",7.69848278788095,8.26162897413226,7.66152708135852,48.1428947339963,15.4567938931298,18.8862977099237,"Units",0,37688.7223359406,10.5371161864014,2004,"NO","NO","NO","NO","NO","18",2.70182141589607,"NO","NO","NO","NO","NO","YES",NA,NA
"338","Japan-2005",83.2575849460085,42.7247597713647,88.4950555931234,83.8770984825301,-2.9111,"Japan","2005",2.7428061402115,"2005Q4",4,773116.4475,147.464291402757,0.00892196299730107,367346.442,269777.5,733981.442,733981.442,20159.5665,3781.83625,15193.603,39135.0055,158,1663,4059.4,1649,-0.000283,-0.00075,4.425,-4.963,3.578,"AM",7.41637847919293,8.30879045842353,7.4079243225596,49.5349734620931,12.7798461538462,14.031135,"Units",0,37217.648727917,10.5245383559256,2005,"NO","NO","NO","NO","NO","18",4.99641118104217,"NO","NO","NO","NO","NO","YES",NA,NA
"339","Japan-2006",85.9363469749495,43.6251775030154,88.9938277755374,86.170795993945,-3.0172,"Japan","2006",2.57092208586075,"2006Q4",4,772145.315,146.554472823197,0.00852829502494608,363593.714,280877.5,726463.714,726463.714,26105.1585,3693.4205,15883.02225,45681.601,158,1420,4241.64,1425,0.000252,0.000359,4.117,-3.492,3.853,"AM",7.25841215059531,8.35270526589392,7.26192709270275,51.2036363351875,12.7803846153846,16.5267488461538,"Units",0.25,35433.988963743,10.4754267787008,2006,"NO","NO","NO","NO","NO","18",2.04337712234123,"NO","NO","NO","NO","NO","YES",-0.0487555840580735,NA
"340","Japan-2007",83.9210712542556,42.2410686439539,89.6187907679262,84.5859939708144,-2.5132,"Japan","2007",2.63192916205427,"2007Q4",4,766516.4525,144.166531248452,0.0085196243782101,353249.0695,285275,708974.0695,708974.0695,36126.8065,3661.012,17754.5645,57542.383,158,1654,4427.641,1645,6.3e-05,0.000571,3.833,-3.21,4.698,"AM",7.41095187558364,8.39562221556436,7.40549566319947,50.2379666239424,17.4525670498084,19.6144287356322,"Units",0.5,35275.2284312667,10.470936252427,2007,"NO","NO","NO","NO","NO","18",3.70519371745735,"NO","NO","NO","NO","NO","YES",-0.046160219739523,NA
"341","Japan-2008",83.7768108175272,43.4764449206322,89.9868183722817,84.6460469841649,-1.0383,"Japan","2008",2.91902802096528,"2008Q4",4,765117.18,146.973593502761,0.00999887942142526,335629.59825,295850,695607.09825,695607.09825,45093.694,3728.856,20687.5315,69510.08175,158,-1094,4464.397,-1043,1.384,1.054,3.983,-4.531,2.831,"AM",NA,8.40388943379854,NA,45.9736845937641,32.5826717557252,33.7087614503817,"Units",0.1,39339.2975731826,10.579979236501,2008,"YES","NO","NO","NO","NO","18",5.38337596051787,"NO","NO","NO","NO","NO","YES",-0.00101772641035076,NA
"342","Japan-2009",84.472242776165,44.6639711932442,90.2777766523694,85.3516940784111,-2.5418,"Japan","2009",2.34896446797881,"2009Q4",4,796663.57,162.725166433625,0.0106544586685221,330027.2525,337415,734987.2525,734987.2525,41500.9,3046.608,17128.80975,61676.3175,158,-5416,4254.78,-5311,-1.35,-2.03,5.075,-10.192,2.777,"AM",NA,8.35579833579299,NA,42.1101636570253,31.5984942084942,33.6347776061776,"Units",0.1,40855.1756354596,10.617788790805,2009,"YES","YES","NO","NO","NO","18",3.57303454560236,"NO","NO","NO","NO","NO","YES",0.147942082394299,NA
"343","Japan-2010",84.8113127695513,44.3339965498643,90.849872997336,85.706757033587,-2.1655,"Japan","2010",3.56098332616966,"2010Q4",4,843656.8475,168.56486608259,0.0115696052050639,335037.77,372040,782307.77,782307.77,38696.1225,2492.7745,20160.181,61349.0775,158,4192,4484.786,4156,-0.000721,-0.000248,5.058,-9.534,3.877,"AM",8.34093322600088,8.40844605875028,8.33230835221912,46.4406840134551,22.494578313253,26.3612714859438,"Units",0.05,44507.6763859172,10.7034169563317,2010,"YES","YES","NO","NO","NO","18",4.02788199947906,"NO","NO","NO","NO","NO","YES",0.061530976607356,NA
"344","Japan-2011",85.2472245817649,43.8771425588136,91.5673155133013,86.1569716943651,-0.8882,"Japan","2011",3.22931163811706,"2011Q4",4,887802.545,180.579197529347,0.0125835688739076,334727.35575,391627.5,808884.85575,808884.85575,52593.7085,2908.809,23415.1715,78917.68925,158,-0.115,4573.186,-0.3,-0.000273,-0.000295,4.583,-9.441,2.109,"AM",NA,8.42796539634939,NA,47.6784288343218,24.2025793650794,30.0778968253968,"Units",0.05,48167.9972684965,10.7824501224364,2011,"YES","YES","NO","NO","NO","18",2.48211300329084,"NO","NO","NO","NO","NO","YES",0.0790992017723486,NA
"345","Japan-2012",85.9939096811769,43.5212148408795,92.2502237681102,86.8546450729155,-0.9664,"Japan","2012",2.18570028531336,"2012Q4",4,936775.81,189.239957871686,0.0123071979577218,344263.09625,407735,848855.59625,848855.59625,55942.6885,3855.748,28121.777,87920.21375,158,1495,4730.59,1717,-5.6e-05,-0.000239,4.325,-8.613,0.000962,"AM",7.30988148582479,8.46180520943651,7.44833386089748,48.970208454551,17.8154901960784,24.5842854901961,"Units",0.05,48603.4766497749,10.7914503433336,2012,"YES","YES","NO","NO","NO","18",2.017092462028,"NO","NO","NO","NO","NO","YES",0.0805783859097517,NA
"346","Japan-2013",87.671782921057,43.9503255042593,92.8451394041153,88.336394135539,-2.2872,"Japan","2013",1.6423991082864,"2013Q4",4,973034.2725,193.262463940149,0.0101344323177287,348305.668,387187.5,884518.168,884518.168,51264.61875,2788.57825,34462.908,88516.1045,158,2000,4909.869,2176,0.000343,1.443,4.008,-7.911,0.000891,"AM",7.60090245954208,8.49900254018824,7.68524360797583,50.9641756893548,14.2290310077519,18.533330620155,"Units",0.05,40454.4474578903,10.6079318659578,2013,"YES","YES","NO","NO","NO","18",3.95927582097977,"NO","NO","NO","NO","NO","YES",-0.0224560389078934,1237217.76175135
"347","Japan-2014",89.0997278137276,45.697330562227,94.011460669135,89.8416874279184,-1.8422,"Japan","2014",-0.517122124024644,"2014Q4",4,1008831.1125,196.336686214819,0.00925674138124008,342339.10825,363285,917021.60825,917021.60825,50156.87475,4875.12125,36777.5085,91809.50425,158,0.375,5019.478,0.543,2.761,2.504,3.583,-5.636,0.000759,"AM",-0.980829253011726,8.52108122321531,-0.610645959048202,48.6722626764329,14.1312109375,18.281921875,"Units",0.05,38109.4121125573,10.5482165676812,2014,"YES","YES","NO","NO","NO","18",5.75804903141271,"NO","NO","NO","NO","NO","YES",-0.214394410251496,1231009.76713357
"348","Japan-2015",88.9181315889039,47.4043585016833,94.4316433966677,89.9211655139743,-2.0044,"Japan","2015",-0.981506241951114,"2015Q4",4,1044350.815,196.543254048071,0.00828196556041612,331094.684,327052.5,938649.684,938649.684,56541.854,9370.77125,39788.50625,105701.131,158,1223,5133.759,1336,0.000793,0.000157,3.375,-3.807,3.108,"AM",7.10906213568717,8.54359341837369,7.19743535409659,46.9256232756017,16.7210116731517,23.9926661478599,"Units",0.05,34524.4698609337,10.4494236229368,2015,"YES","YES","YES","NO","NO","18",2.01313211456761,"NO","NO","NO","NO","NO","YES",-0.0948164046440092,1207019.20362757
"349","Japan-2016",89.3586811009063,47.9283325698008,95.0473052644756,90.435162024566,-2.3983,"Japan","2016",0.772258359248788,"2016Q4",4,1069433.5775,199.718288106088,0.00926289997405791,292248.58625,298697.5,955956.08625,955956.08625,64604.41975,11247.884,37625.18775,113477.49125,158,0.522,5213.99,0.536,-0.000114,0.000286,3.108,-3.697,4.021,"AM",-0.650087691099498,8.5591006765783,-0.623621117911335,46.5457007084098,15.863488372093,23.5903348837209,"Units",0.05,38761.8181501925,10.5651909728043,2016,"YES","YES","YES","YES","NO","18",5.80177004214362,"NO","NO","NO","NO","NO","YES",-0.117698608345213,1188326.84364884
