country,year,real_interest_rate,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,foreign_participation_percent_GDP,foreign_ex_officials_participation_percent_GDP,foreign_nonbank_participation_percent_GDP,ggall,extggall,gg,extgg,lccgg,extlccgg,delta,x,y,kappa,alpha,GDP_cte_billions,GDP_cur_billions,GDP_cur_USD_billions,GDP_percapita_cte,GDP_percapita_cur,GDP_percapita_cur_USD,total_investment_percent_GDP,gross_national_savings_percent_GDP,inflation_average,inflation_end,unemployment_rate,general_gov_revenue_billions,general_gov_revenue_percent_GDP,general_gov_expenditures_billions,general_gov_expenditures_percent_GDP,lending_borrowing_billions,lending_borrowing_percent_GDP,current_account_billions,current_account_percent_GDP,ln_GDP_cte_billions,ln_GDP_cur_billions,ln_GDP_percapita_cur_USD,taxes,vix_EUA,vix_EUR,bcom_price,bcom_growth,nominal_rate,continent,control_corruption_rank,gov_effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank,fx_volatility,int_liq,GBI_weight,dxy,post_08,post_09,post_12,post_13,post_15,post_16,post_17,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,develop,US_nominal_rate
Argentina,2004,NA,436752,7315105284717588,0.34203900646365715,88303.25,97282.25,248183.75,248183.75,128087.25,779.2625,59439.75,188568,38870.783216350756,26564.11624047906,26403.48164868124,566.045,188.601,226.246,129.438,11.982,3.625,0.648737462,0.08649776099999999,0.21706236975,0.9534598245,0.8910084730000001,485.115,485.115,164.911,12690.696,12690.697,4314.098,17.551,19.35,4.416,6.101,13.625,130.964,26.996,111.72,23.03,19.244,3.967,2.966,1.798,6.184385976232606,6.184385976232606,8.369643543427289,18.8897776425385,15.456793893129769,18.886297709923657,147.92725,0.006783333333333333,2.5,South America,40,55.17241,26.21359,23.64532,23.92344,59.61538,0.05518683395439363,NA,NA,111.58333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,2.25
Argentina,2005,NA,371537.5,4677412691087754,0.34300184967082414,67049.5,101185.5,184996.295,184996.295,91308.75,0.74575,54481.25,146536.25,25154.79676862282,15674.427376411495,15674.299359011771,387.434,143.948,197.814,89.617,93.702,22.937,0.643289987,0.35849560125,0.248927974,0.78408994525,0.55826277825,528.056,582.538,199.273,13682.988,15094.732,5163.55,18.888,21.362,9.642,12.327,11.575,161.749,27.766,142.288,24.426,19.46,3.341,4.929,2.473,6.269202338688293,6.367394419363579,8.5493796064188885,19.8298881184074,12.779846153846155,14.031134999999999,161.17783333333333,0.014449999999999998,5,South America,43.41463,50.98039,44.17476,31.86275,34.92823,59.13462,0.05558430427652448,NA,NA,116.16666666666667,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Argentina,2006,NA,463225.75,6982613464654070,0.32643177643541105,157655.75,68639.0425,224291.82,224291.82,107934.75,0.86425,52393.5,161192.5,22515.937891113892,15076.827933633562,15076.707212140176,415.917,168.222,249.679,116.979,101.126,16.821,0.59906696525,0.39742733025,0.247556646,0.7548992615000001,0.5003904205,570.549,715.904,232.892,14640.504,18370.363,5976.082,18.68,21.471,10.898,9.841,10.175,202.363,28.267,190.55,26.617,11.813,1.65,6.499,2.791,6.3465990551843845,6.573546079759068,8.695520448271392,18.6619929052431,12.78038461538462,16.52674884615384,170.34858333333332,-0.001341666666666667,6.25,South America,42.92683,55.12195,45.89372,26.47059,34.44976,58.17308,0.03053819521182231,NA,NA,107.33333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,5.25
Argentina,2007,NA,496175.5,32975966571672760,0.32229249254676773,165319.75,66666.6225,312126,312126,136422.25,910.21525,46502,184049.25,20518.76853441548,15310.538166960245,15209.062632388683,452.857,191.323,280.57,145.044,112.779,21.081,0.57368986275,0.39575358024999996,0.15509146825,0.8556117590000001,0.41734566675,621.943,896.98,287.921,15802.837,22791.226,7315.726,20.099,22.199,8.83,8.468,8.475,271.853,30.308,265.063,29.551,6.79,0.757,6.046,2.1,6.432848448668607,6.799033565266189,8.897781556649756,14.2354844249788,17.45256704980844,19.614428735632167,173.8896666666667,0.009291666666666667,10.75,South America,45.14563,53.39806,46.85991,25.72816,34.44976,58.65385,0.030949624843043585,NA,0,60.083333333333336,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Argentina,2008,NA,527682,27998161555481440,0.3156896034129169,188123,43697.8475,258298.1475,258298.1475,96391.72,263.55125,51181.25,183572,15967.697882652572,8407.39421091362,8384.469654137012,501.132,182.066,314.772,126.811,129.159,14.98,0.60443612925,0.40305438849999997,0.14019823725,0.8583272532499999,0.4264905795,647.176,1149.646,363.545,16282.958,28925.107,9146.79,19.573,21.065,8.585,7.238,7.875,357.705,31.114,353.658,30.762,4.046,0.352,5.424,1.492,6.472618282238403,7.0472093478821645,9.121158277045819,13.0827459285192,32.58267175572519,33.70876145038169,183.30625000000006,-0.03278333333333333,12.05,South America,39.32039,50.48544,40.86538,23.30097,27.88461,58.17308,0.1178933712241314,NA,NA,35.416666666666664,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2009,NA,587665,3670628368374795.5,0.26528890155923307,211221.25,99413.5,392167.5,392167.5,132131,519.944,62403,195498,15665.795089303958,10629.686785065494,10588.022235239343,556.11,196.233,392.08,130.003,184.89,12.623,0.633325067,0.42478764125,0.088569468,0.8986415785,0.38867337425,608.873,1247.929,334.633,15170.838,31093.737,8337.811,16.053,18.22,6.27,7.695,8.675,408.003,32.694,430.841,34.524,-22.838,-1.83,7.251,2.167,6.411609707374853,7.1292406562853765,9.028555990877527,11.3574525723476,31.598494208494223,33.634777606177614,122.67990000000002,0.015366666666666666,9.5,South America,39.71292,45.93301,36.96682,22.48804,30.80569,56.39811,0.12555465321760007,NA,0.00105,57,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2010,-8.566028720065953,506614.7675,25612510764425164,0.2553696085041894,176448.25,135526.25,443851,443851,153726,267.6775,51694.5225,164636.7925,9907.607384151734,9267.119901595996,9251.011451380828,650.089,245.451,461.307,174.188,184.872,26.631,0.64026724275,0.40688885375,0.08662924,0.903887407,0.41971640774999996,670.524,1661.721,424.729,16439.056,40739.985,10412.974,17.706,17.323,10.461,10.923,7.75,531.163,31.965,554.318,33.358,-23.155,-1.393,-1.623,-0.382,6.508059496264582,7.415609091287541,9.250807807647877,11.5611927566893,22.49457831325302,26.361271485943774,136.88286666666667,0.014325,9.5,South America,43.33333,49.2823,42.65403,23.92344,33.17535,58.29384,0.0563348246392782,NA,9.1e-4,66.33333333333333,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2011,-7.773405236078933,733804.25,3715005528007225,0.24119175445730465,121397.5,120959.0675,347994.5325,347994.5325,135791.8175,0.95675,76134.25,258155,11847.27657887201,6231.8163659509955,6231.772458678748,770.256,259.126,539.685,178.767,196.175,6.216,0.64787555375,0.36323845275,0.049891153,0.948821262,0.467301381,710.782,2179.024,527.644,17226.271,52810.117,12787.806,18.398,17.386,9.775,9.508,7.15,700.692,32.156,760.521,34.902,-59.828,-2.746,-5.341,-1.012,6.566365772380784,7.686632349110673,9.456247339592341,13.0207437952904,24.20257936507937,30.077896825396813,158.63047500000002,-0.010366666666666668,9.5,South America,44.07583,49.76303,52.1327,25.59242,33.33333,58.21596,0.09877049935089699,NA,NA,24.083333333333332,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2012,-6.7481955544048615,648140.505,11306938781527908,0.2170955321218473,139954.5,133795.0675,585644,585644,146101.785,0.85075,66167.945,282032,10691.478190721911,5538.56705525654,5538.534804394684,971.126,299.579,655.146,205.07,218.587,6.782,0.673979543,0.3439643375,0.032383843,0.9658364025,0.50578107,703.486,2637.914,579.666,16856.718,63208.892,13889.792,16.502,16.133,10.043,10.842,7.2,891.704,33.803,971.317,36.821,-79.614,-3.018,-2.139,-0.369,6.556047975858914,7.877743732290964,9.53890946083425,13.1251461222574,17.815490196078425,24.584285490196052,141.875375,-4.999999999999912e-5,9.5,South America,39.33649,46.91943,49.2891,20.85308,30.98592,57.277,0.17883605313766227,NA,NA,55.75,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2013,-5.485839182378987,1135726.75,28740318569626908,0.17725768541212344,174568,209796.5,795328,795328,171301.615,304.3105,110675,340398.5,10166.283985822094,5125.153525302929,5116.065039416923,1321.347,396.008,898.651,265.784,259.607,4.976,0.70004914575,0.310531283,0.02148311425,0.97764555475,0.56587520775,720.407,3348.308,611.471,17070.071,79338.285,14488.829,17.306,15.159,10.619,10.946,7.075,1150.114,34.349,1259.062,37.603,-108.948,-3.254,-13.125,-2.146,6.57981633007858,8.116210422599092,9.581133217694346,13.4674417329858,14.22903100775193,18.533330620155034,130.33970833333333,-0.00805,9.5,South America,40.28436,45.97157,48.34123,18.00948,29.57747,56.80751,0.4127835874257116,28143.038630956402,NA,69.66666666666667,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2014,-11.60069877021611,1723819.75,4201984119679037.5,0.12157788112063306,194018.5,233538.44,884561.235,884561.235,268831.9575,4711.25,220368,278639.695,6085.05048824154,5973.75125734699,5870.865004500898,2088.689,623.977,1458.319,377.576,490.019,7.43,0.6560474682499999,0.25786126675,0.03673386875,0.97449224175,0.622583015,702.306,4579.086,563.614,16459.205,107315.212,13208.831,17.263,15.634,NA,23.915,7.25,1584.387,34.601,1779.109,38.853,-194.722,-4.252,-9.178,-1.628,6.55436920648602,8.429254693874045,9.488640900035104,13.8493099484698,14.131210937500002,18.281921875000005,125.75574999999999,-0.014758333333333332,26.8599,South America,35.09615,46.63462,45.71429,12.5,18.75,59.1133,0.45682189668146495,29016.9548139639,NA,79.58333333333333,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Argentina,2015,-1.3147087845950733,2838361.5,25419211442624312,0.10191177476865623,733321,448786.25,1451968.33,1451968.33,426019,6797.75,289162,723227,12145.867225705015,7268.72030297702,7154.558955386932,2917.412,939.409,2098.544,559.408,540.956,10.027,0.74075447925,0.39815398425,0.0124489955,0.982773581,0.47856439875,721.487,5954.511,642.464,16727.435,138053.315,14895.316,17.071,14.328,NA,NA,6.533,2105.859,35.366,2463.163,41.366,-357.304,-6.001,-17.623,-2.743,6.5813143600335815,8.69190436254869,9.60880208009522,15.157971390293,16.721011673151743,23.99266614785993,93.948975,-0.02245,33.0009,South America,33.65385,50,46.19048,17.30769,24.03846,60.09852,0.7862954752896324,23416.5108848894,NA,158.41666666666666,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.375
Argentina,2016,-7.006039843041157,2864990.43,30346860393736396,0.06585309405919687,668029.75,569709.75,2559975.25,2559975.25,1006705.75,17715.6075,430265.5,1083353.8125,13166.416458843776,12450.18761788784,12234.883011511687,4618.72,1728.246,3605.326,1280.654,1211.26,157.3,0.638781297,0.30345036125,0.07304981925,0.93813055525,0.56024454825,706.478,8228.16,556.774,16207.201,188760.956,12772.868,17.663,14.95,NA,NA,8.467,2868.941,34.867,3416.498,41.522,-547.557,-6.655,-15.105,-2.713,6.560292062220066,9.015317696378627,9.455078512690466,12.3798741053662,15.863488372093013,23.590334883720946,83.54254999999999,0.009625,24.7503,South America,47.11538,60.09615,52.85714,33.65385,37.5,63.5468,0.6687554144878051,36323.299976546405,NA,143.83333333333334,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,0,EM,0.625
Argentina,2017,0.45501280810183636,5550884,44716059898705656,0.05918573446469853,915053.75,375485.34,3306148,3306148,1659451.5,58352,526932.5,2244736,21057.110598384952,16114.134707062552,15566.754294561057,5915.884,2656.621,4771.189,2020.55,1291.779,323.54,0.59706905475,0.3299187255,0.185540682,0.85411377225,0.549765321,726.39,10660.228,643.861,16492.066,242031.427,14618.327,18.213,13.379,25.675,24.796,8.35,3670.115,34.428,4383.641,41.121,-713.525,-6.693,-31.12,-4.833,6.588087060672501,9.274275085858838,9.590031294471354,12.9299128513563,11.090891472868222,14.76677790697675,85.30769166666668,7.583333333333328e-4,28.75,South America,47.59615,58.65385,53.33333,41.34615,46.15385,65.51724,0.894200830725272,53030.8095318904,NA,135.58333333333334,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.375
Argentina,2018,5.55346197431575,10276956.75,5761966195066950,0.0335407481992433,1633246,1165049.75,5063494.75,5063494.75,3398535.5,213888.25,1601038.5,5213462,35849.28598648864,24840.079800741565,23369.321781713217,12453.539,6526.736,9592.314,4231.538,2369.755,661.478,0.49804541975,0.23564504800000002,0.26943870950000004,0.87338236275,0.65444137,707.755,14542.722,517.244,15906.583,326843.127,11624.891,19.709,14.484,34.277,47.646,9.2,4940.7,33.974,5742.987,39.49,-802.287,-5.517,-27.03,-5.226,6.562097988608524,9.584845941269224,9.360903854067512,10.4399989344901,16.569101562499988,16.331809375,85.827533333333335,-0.011191666666666664,59.252,South America,54.32692,54.80769,46.66667,42.30769,45.67308,66.99507,7.451205405433324,63963.9220851007,0.00219,154.25,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,2.375
Argentina,2019,10.393814672626567,16292725.25,8766240471879755,0.020212024549319352,2489579.025,1846372.5,3910973.265,3910973.265,5036213.75,128147.3325,2908793.8125,6891218.015,32131.009873060644,24079.362540652062,23481.862476541282,19204.098,10337.559,13503,5912.047,3098.258,627.65,0.464013671,0.23292543,0.23801309825,0.89615921325,0.617113307,692.977,21447.25,444.458,15420.501,477255.554,9890.314,17.395,16.496,53.548,53.832,9.825,7261.83,33.859,8220.032,38.327,-958.202,-4.468,-3.995,-0.899,6.540996809605946,9.973351711008977,9.19931117335442,NA,15.383007812499997,15.049324218750007,79.34297500000001,0.004791666666666666,55,South America,NA,NA,NA,NA,NA,NA,8.412871020515034,42192.5267469573,6.1e-4,182.66666666666666,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.625
Brazil,2004,43.77915271930863,1300110,3823068168525269,0.3481384079235048,321037.18,247107.5825,1070544,1070544,156212.25,11284.1725,58651,109488.6975,5592.578087089771,8555.557272379006,7979.172519473886,1331.761,211.885,1073.02,160.32,NA,NA,0.8232563712500001,NA,NA,NA,NA,877.477,1957.75,669.29,4798.496,10705.985,3660.02,17.913,19.608,6.598,7.601,12.9,690.98,35.295,747.285,38.171,-56.306,-2.876,11.347,1.695,6.7770507441703005,7.579551133631047,8.205223890861356,26.4556653594464,15.456793893129769,18.886297709923657,147.92725,0.006783333333333333,17.75,South America,56.58537,58.12808,36.40777,55.17241,41.62679,60.57692,0.08353447819936438,NA,0.04845,111.58333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,2.25
Brazil,2005,44.63516790222973,1068901.0525,5248474133171837,0.4195794551089283,409593.5775,274741.785,1219442.25,1219442.25,138814,13033.5,44067.25,151194.265,6965.603035865003,6995.697931985125,6395.237410761344,1453.608,195.963,1233.301,153.819,984.927,9.711,0.86145173625,NA,NA,NA,NA,905.575,2170.584,891.633,4895.238,11733.457,4819.872,17.205,18.724,6.87,5.69,11.4,786.261,36.223,863.069,39.762,-76.808,-3.539,13.547,1.519,6.808570101060798,7.682751534750986,8.480502650675431,28.3634370955445,12.779846153846155,14.031134999999999,161.17783333333333,0.014449999999999998,18,South America,52.68293,52.94118,37.86408,55.39216,39.23445,63.94231,0,NA,0.13897,116.16666666666667,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Brazil,2006,41.240326479473175,1505980.25,6519641079673848,0.46267861994633686,614255.5,412523.75,1330022,1330022,124456,13553.5,37948.5,175958.25,7302.838822137832,5727.842453672,5165.3281869306275,1556.476,178.755,1378.51,139.95,1093.495,31.507,0.88314104475,0.7913321445,0.02421087475,0.83568417125,0.125646636,941.453,2409.45,1107.628,5032.839,12880.489,5921.179,17.816,18.993,4.184,3.142,11.5,858.39,35.626,944.4,39.196,-86.01,-3.57,13.03,1.176,6.847424426511262,7.787153784671885,8.686290863454651,24.8520432886448,12.78038461538462,16.52674884615384,170.34858333333332,-0.001341666666666667,13.25,South America,54.14634,43.90244,35.2657,53.92157,44.01914,61.05769,0.33564578623903174,NA,0,107.33333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,5.25
Brazil,2007,35.02251546510781,1657060.5,34591511431243352,0.5290312293140773,517903.3675,465412.75,1487499,1487499,117087,18285,26145.0525,169561.5,6233.275973683427,4976.430587777726,4304.2529343670085,1714.436,176.472,1536.385,144.263,1224.871,62.696,0.8977071237500001,0.8025008312499999,0.036605862,0.71528909425,0.138837233,998.598,2720.263,1397.114,5282.525,14390.033,7390.653,19.819,19.849,3.641,4.457,10.9,948.881,34.882,1023.342,37.619,-74.46,-2.737,0.408,0.029,6.906352295260578,7.908483845792223,8.907971372690731,26.0294977676979,17.45256704980844,19.614428735632167,173.8896666666667,0.009291666666666667,11.25,South America,55.33981,48.05825,32.85024,53.39806,43.54067,63.94231,0.12456336112543648,NA,0.2076,60.083333333333336,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Brazil,2008,35.366757793103716,1795289.75,17776452407208252,0.5377820817711229,681882.5,486679.25,1174544.8725,1174544.8725,144181.25,22346.5,35264.25,201791.75,6488.891740087716,5354.929235067302,4636.346739648782,1910.043,232.513,1676.472,187.757,1264.823,90.659,0.88780336675,0.7845006272499999,0.06746152450000001,0.528519545,0.175960886,1049.47,3109.803,1695.855,5494.32,16280.839,8878.359,21.619,19.813,5.678,5.902,9.4,1115.747,35.878,1163.431,37.412,-47.684,-1.533,-30.64,-1.807,6.956040553811632,8.042314659115513,9.091372021611795,26.6374823597166,32.58267175572519,33.70876145038169,183.30625000000006,-0.03278333333333333,13.75,South America,59.2233,52.42719,33.65385,54.36893,46.15385,63.94231,0.2615345789292409,NA,0.08317,35.416666666666664,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2009,34.792009644712074,1501370.5825,19979133454491288,0.5232692184135805,697907.25,536503.5,1789828.75,1789828.75,155683,28292.5,36389.5,220365,6611.5337984344005,5519.752394136402,4670.902440685512,2156.529,232.364,1923.758,199.568,1398.415,123.385,0.8902760565,0.75340307025,0.07454310725,0.48783812875,0.21665401525,1048.149,3333.039,1669.204,5431.359,17271.332,8649.578,18.796,17.223,4.888,4.312,9.7,1130.331,33.913,1236.573,37.1,-106.242,-3.188,-26.261,-1.573,6.954781030347518,8.111639779409398,9.065265812608676,28.0040385387696,31.598494208494223,33.634777606177614,122.67990000000002,0.015366666666666666,8.75,South America,56.45933,51.67464,51.18483,54.54546,50.7109,62.55924,0.22532414077600657,NA,0.24092,57,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2010,29.115805531883076,2313872.75,34366900366005600,0.5726566304698889,789249.5,429254.6675,2039488.25,2039488.25,142314.255,45792,27222.36,274384.5,7061.124640265044,4840.804462965217,3662.374123324979,2426.059,290.233,2121.663,251.615,1603.94,182.426,0.8814926599999999,0.741057949,0.10903295575,0.31828510575,0.25102102575,1127.057,3885.847,2208.704,5783.012,19938.566,11333.023,21.801,18.224,5.039,5.909,8.5,1401.602,36.069,1550.183,39.893,-148.581,-3.824,-79.014,-3.577,7.027365089513256,8.26509625705729,9.335476132202343,22.9312166527622,22.49457831325302,26.361271485943774,136.88286666666667,0.014325,10.75,South America,60,54.06699,45.97157,55.02392,55.92417,65.87678,0.056011478135079694,NA,0.26003,66.33333333333333,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2011,32.83349283126548,2545257,33291821275972228,0.5830739598187265,960994.25,557925,1665535.69,1665535.69,203234.75,42272.4475,34926.75,293618,6709.149247026426,5609.821023393297,4643.898773004734,2653.563,306.803,2339.564,272.549,1783.061,202.332,0.88462496525,0.76387417425,0.112810382,0.252953234,0.2339127655,1171.85,4376.382,2614.027,5960.459,22259.883,13295.899,21.826,18.908,6.636,6.503,7.8,1536.486,35.109,1644.449,37.576,-107.963,-2.467,-76.288,-2.918,7.066338975597883,8.383977634624612,9.495210920796822,24.64483555089,24.20257936507937,30.077896825396813,158.63047500000002,-0.010366666666666668,11,South America,63.03318,50.7109,41.23223,55.92417,56.33803,63.38028,0.09327203144335042,NA,0.3629,24.083333333333332,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2012,26.582029728977755,2834216,32263069218913964,0.5010914601095733,1011520,591015,2475465,2475465,183887.385,48711.23,23610.03,267434.9075,5554.480545240052,4830.9493100383,3819.2430152281736,2966.579,392.454,2582.647,340.208,1916.709,262.996,0.8735576845,0.7454389429999999,0.12876256,0.2413566005,0.2565412235,1194.364,4814.76,2464.053,6022.56,24278.345,12424.946,21.417,18.016,5.404,5.839,7.4,1671.115,34.708,1792.427,37.228,-121.312,-2.52,-83.8,-3.401,7.085369105114346,8.4794414787532,9.427461504878927,21.1685914800248,17.815490196078425,24.584285490196052,141.875375,-4.999999999999912e-5,7.25,South America,58.29384,49.76303,46.4455,55.45024,53.05164,62.9108,0.12371583962358873,NA,0.25539,55.75,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2013,18.498871607533378,3014694,19286666710332064,0.4535159305891444,1033905.25,467089.215,2574901.25,2574901.25,156954.175,48749.54,65543,439792.75,8248.765525068466,3858.1848215335717,2943.8370408688243,3177.361,476.852,2691.663,410.515,2028.126,326.561,0.854249737,0.7451856477500001,0.1565149425,0.2003474805,0.2642492635,1230.251,5331.619,2471.718,6151.132,26657.562,12358.342,21.694,18.466,6.204,5.911,7.2,1838.929,34.491,1996.478,37.446,-157.55,-2.955,-79.792,-3.228,7.114973492588676,8.581410223381702,9.422086579618965,21.958795835411,14.22903100775193,18.533330620155034,130.33970833333333,-0.00805,10,South America,55.92417,50.7109,36.96682,54.50237,52.58216,60.56338,0.14101661318101674,356214.148612928,0.24187,69.66666666666667,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2014,22.403672441434995,3332707.5,33126396938051736,0.4202117835619369,807395.85,693153,2815231,2815231,362277.5,70735,84463.75,517476.5,8954.50420768333,7492.924322610743,6268.9134638944915,3560.826,592.043,2939.377,503.424,2183.611,406.963,0.8356811522500001,0.7586953332499999,0.185690061,0.14240205225,0.26071196025,1236.452,5778.952,2456.054,6129.607,28648.668,12175.681,20.548,16.419,6.329,6.408,6.783,1877.916,32.496,2225.87,38.517,-347.954,-6.021,-101.431,-4.13,7.120001266960108,8.661977630348,9.407195880678108,22.2918068284596,14.131210937500002,18.281921875000005,125.75574999999999,-0.014758333333333332,11.75,South America,46.63462,47.59615,42.85714,51.44231,56.25,62.06897,0.1348887939455887,360964.71154174104,0.32259,79.58333333333333,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Brazil,2015,33.83234396610104,4016580.5,21154306277099936,0.28272091458252524,960928.9675,569543.58,3312948,3312948,481278.75,88381,133973.25,515458.3625,8597.00780781442,9500.998867871915,8026.947417086795,4300.759,720.471,3539.258,586.231,2650.17,497.84,0.822630172,0.7630317904999999,0.19487625749999998,0.16137167225,0.25321016949999997,1192.61,5995.788,1800.046,5861.183,29466.807,8846.478,17.412,14.385,9.03,10.673,8.283,1692.555,28.229,2307.301,38.482,-614.746,-10.253,-54.472,-3.026,7.083899461694938,8.698812501692816,9.087774692690756,20.7688374843238,16.721011673151743,23.99266614785993,93.948975,-0.02245,14.25,South America,42.78846,48.07692,34.28571,48.07692,51.44231,62.06897,0.43080704836163786,354174.892918288,0.19036,158.41666666666666,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.375
Brazil,2016,40.69836144899621,2270985.815,7438469444833618,0.3000741700656912,1711173.75,805225.25,3920522.5,3920522.5,444469.75,91270.5,121728.75,657469,10487.072936684759,8545.417467390444,7089.5915798312035,4853.85,632.281,4161.658,518.325,2986.41,427.83,0.85524227325,0.74296446725,0.156099241,0.19857259625,0.26687481125,1153.541,6269.328,1796.622,5622.723,30558.684,8757.304,14.97,13.621,8.74,6.288,11.258,1921.436,30.648,2485.101,39.639,-563.665,-8.991,-24.23,-1.349,7.050591620978667,8.743424450849606,9.077643374004744,22.1950298757405,15.863488372093013,23.590334883720946,83.54254999999999,0.009625,13.75,South America,42.78846,46.63462,31.90476,46.63462,49.03846,62.06897,0.28055303197080333,362504.95362043905,0.26433,143.83333333333334,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,0,EM,0.625
Brazil,2017,41.760304453004835,5242347.5,8100457556420988,0.30901979366869625,2103138.5,657293.02,3492581.99,3492581.99,289616.72,108188,89679.085,611664.75,9291.131766686647,6042.617415716512,4399.251562813766,5449.151,628.624,4756.297,509.384,3435.49,416.33,0.88124509875,0.71754068225,0.1271100855,0.23220991225,0.2892569945,1168.801,6583.318,2062.842,5651.706,31833.457,9974.814,14.63,13.903,3.446,2.947,12.767,2004.367,30.446,2521.596,38.303,-517.229,-7.857,-15.015,-0.728,7.063733716014495,8.792294152544521,9.207818594967673,24.9622611349703,11.090891472868222,14.76677790697675,85.30769166666668,7.583333333333328e-4,7,South America,36.05769,41.82692,30.47619,51.44231,43.26923,61.57635,0.0708469224483599,371150.619206193,0.27101,135.58333333333334,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.375
Brazil,2018,34.659186688217936,5788152.5,6658041431327403,0.2670541052090802,1804627.1025,484113.385,5129143.25,5129143.25,416995,62630.89,125797,659009.25,9565.864625900107,6962.021147376696,6052.900956514974,5937.904,677.322,5194.295,548.227,3728.86,418.41,0.88469311575,0.716191962,0.116662958,0.27533657725,0.284905411,1184.196,6889.176,1885.47,5679.733,33042.404,9043.237,14.829,12.626,3.665,3.745,12.258,2130.478,30.925,2623.979,38.088,-493.501,-7.163,-41.54,-2.203,7.0768193422841685,8.837706763241885,9.10977246451383,24.4969798393443,16.569101562499988,16.331809375,85.827533333333335,-0.011191666666666664,6.5,South America,40.38462,36.05769,31.90476,39.90385,44.23077,60.59113,0.2919964771416429,371933.901818424,0.20102,154.25,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,2.375
