country,year,real_interest_rate,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,foreign_participation_percent_GDP,foreign_ex_officials_participation_percent_GDP,foreign_nonbank_participation_percent_GDP,ggall,extggall,gg,extgg,lccgg,extlccgg,delta,x,y,kappa,alpha,GDP_cte_billions,GDP_cur_billions,GDP_cur_USD_billions,GDP_percapita_cte,GDP_percapita_cur,GDP_percapita_cur_USD,total_investment_percent_GDP,gross_national_savings_percent_GDP,inflation_average,inflation_end,unemployment_rate,general_gov_revenue_billions,general_gov_revenue_percent_GDP,general_gov_expenditures_billions,general_gov_expenditures_percent_GDP,lending_borrowing_billions,lending_borrowing_percent_GDP,current_account_billions,current_account_percent_GDP,ln_GDP_cte_billions,ln_GDP_cur_billions,ln_GDP_percapita_cur_USD,taxes,vix_EUA,vix_EUR,bcom_price,bcom_growth,nominal_rate,continent,control_corruption_rank,gov_effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank,fx_volatility,int_liq,GBI_weight,dxy,post_08,post_09,post_12,post_13,post_15,post_16,post_17,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,develop,US_nominal_rate
Colombia,2016,9.032095057226405,297911321.36,13954983225339156,338500000000,150847225.75,52700,213672700.75,213672700.75,105268574.5,15687733.75,57428682.5,178384990,20651.62158970666,14003.105905193672,12186.937734289439,369323.26,192815.769,307475.895,133733.59,230315.857,57529.359,0.49887472899999996,0.74396533575,0.21652365075000002,0.6789117995,-0.1680641035,821489,863782,282.72,16851747.764,17719332.075,5799.615,23.167,18.91,7.507,5.755,9.217,239437.784,27.72,259079.815,29.994,-19642.031,-2.274,-12.036,-4.257,13.618873826229823,13.66907570113464,8.665546815020962,23.6775253702243,15.863488372093013,23.590334883720946,83.54254999999999,0.009625,7.5,South America,44.71154,53.36538,16.19048,67.30769,43.75,49.7537,232.9056530129705,45961.5647201639,0.01851,143.83333333333334,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,0,EM,0.625
Colombia,2017,8.13449112757925,331295450.8825,16191781696719384,1096500000000,174752856.75,55255.825,240948656.75,240948656.75,122026405.75,14139755.68,46866214.3425,150703214.795,16372.402258734928,14793.09629852543,13256.952772004766,407096.685,210323.18,339069.269,150551.22,255035.304,67742.887,0.487020432,0.7536369645000001,0.25870686600000004,0.6199461785,-0.14714823425,832657,920471,311.89,16892335.47,18673841.597,6327.39,21.599,18.316,4.314,4.097,9.367,246916.09,26.825,269886.614,29.32,-22970.524,-2.496,-10.241,-3.283,13.632377071644733,13.732640774541933,8.752643107835137,23.3441910275351,11.090891472868222,14.76677790697675,85.30769166666668,7.583333333333328e-4,4.75,South America,43.75,51.44231,17.61905,65.86539,40.38462,49.26109,57.0605088696138,46699.1246637263,0.02144,135.58333333333334,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.375
Colombia,2018,7.303929566084381,356205340.77,27693256259239992,2582500000000,182908549.25,64761.3,258407574.25,258407574.25,132659729.5,16272595.455,67852900.25,222305654,22547.790261184608,15105.755367769147,13455.275217028373,474994.305,243134.943,388462.905,171194.108,293408.636,77362.779,0.5031222870000001,0.768251109,0.26036151625,0.597337503,-0.129670651,853599,985931,333.495,17128847.775,19784303.889,6692.123,21.325,17.392,3.237,3.157,9.683,296240.914,30.047,342347.561,34.723,-46106.647,-4.676,-13.117,-3.933,13.657216807460092,13.801341651420053,8.808686442093212,25.3149596291392,16.569101562499988,16.331809375,85.827533333333335,-0.011191666666666664,4.25,South America,44.71154,50,17.61905,65.38461,38.46154,52.70936,144.8627892008407,47358.5717683219,0.01237,154.25,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,2.375
Colombia,2019,7.175936208131327,395401214.99,5082660497291318,1659250000000,190834808.5,72390.25,276271608.5,276271608.5,75712361.635,22207487,76104413.25,247321776,23294.225085473707,9222.669476703119,7131.037234984413,495007.118,247079.486,409107.529,172556.876,312387.093,76372.592,0.5022669735,0.7608701627500001,0.2516435335,0.6152160595,-0.13374045725,881429,1061730,323.561,17497697.225,21076944.455,6423.179,22.286,18.04,3.521,3.796,10.517,311629.082,29.351,338245.551,31.858,-26616.469,-2.507,-13.74,-4.247,13.689299733049802,13.875410211172108,8.767668445466699,NA,15.383007812499997,15.049324218750007,79.34297500000001,0.004791666666666666,4.25,South America,NA,NA,NA,NA,NA,NA,126.25483242112001,51973.4656714932,0.01995,182.66666666666666,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.625
Egypt,2004,1.5269034296111614,841395,12161756768043640,0.16182872678133747,405717.5,49796.0725,545038.2425,545038.2425,0.14825,3622.25,114771.5,118542,23230.729735185123,709.8830350336383,0.02905262002700473,524.326,121.074,388.333,3.579,120.625,0,0.76276458075,0.253439372,0,1,0.668353576,1963.457,510.281,82.855,28332.713,7363.365,1195.597,19.194,23.319,8.151,12,10.526,124.285,24.356,153.688,30.118,-29.403,-5.762,3.418,4.125,7.582461974109305,6.234961554376564,7.086400921206233,NA,15.456793893129769,18.886297709923657,147.92725,0.006783333333333333,10,Africa,NA,NA,NA,NA,NA,NA,0.033904187558201813,NA,NA,111.58333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,2.25
Egypt,2005,6.523640988511939,851299.25,10756255019048428,0.17353157728411928,410405.5,111081.5,739432.75,739432.75,0.4275,10457.25,100982,111866.75,19756.764155275334,1846.9283140828652,0.0755006887782134,557.144,117.004,445.364,20.035,95.916,9.552,0.79757611275,0.25497807375,0.03909448075,0.957899308,0.69164249825,2051.258,566.22,94.127,29013.548,8008.765,1331.362,21.205,24.297,8.703,4.592,11.468,133.756,23.623,171.621,30.31,-37.865,-6.687,2.911,3.092,7.626208542457634,6.338982695261297,7.193957757374282,NA,12.779846153846155,14.031134999999999,161.17783333333333,0.014449999999999998,8.75,Africa,NA,NA,NA,NA,NA,NA,0.05889038250150148,NA,NA,116.16666666666667,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Egypt,2006,4.88079672103387,582285.75,6743996306132684,0.17448897908622174,76251.7925,146630,462235.25,462235.25,776.1185,22021,96885.75,120050.5,18483.611163715923,3509.9651730492988,119.49531714542178,562.747,125.988,450.678,28.737,106.357,19.749,0.78533195125,0.23038072875,0.12795130975,0.863379303,0.7442898285,2191.643,649.497,112.902,30355.161,8995.797,1563.739,23.104,24.655,4.292,7.317,10.917,176.571,27.186,224.339,34.54,-47.768,-7.355,1.752,1.552,7.692406769840464,6.4761982171623425,7.354835027383878,NA,12.78038461538462,16.52674884615384,170.34858333333332,-0.001341666666666667,8.75,Africa,NA,NA,NA,NA,NA,NA,0.06005670842057717,NA,NA,107.33333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,5.25
Egypt,2007,-0.07762859417749893,606562,7273002477922272,0.17810565249854518,96543.26,146122.5,350036.6375,350036.6375,10705.985,27258.75,75091.24,143251.25,18291.931572811467,4847.76457308345,1367.0606367452012,636.506,152.792,511.502,50.393,145.957,41.83,0.763926056,0.26243732975,0.26677263825,0.7029500927500001,0.7483532985,2346.982,783.139,137.055,31888.348,10640.477,1862.164,27.51,29.166,10.882,8.636,9.205,206.452,26.362,244.816,31.261,-38.365,-4.899,2.269,1.656,7.760885526456467,6.663310202585511,7.529494531294629,NA,17.45256704980844,19.614428735632167,173.8896666666667,0.009291666666666667,8.75,Africa,NA,NA,NA,NA,NA,NA,0.07732124841547859,NA,0,60.083333333333336,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Egypt,2008,0.10785315228825423,672272.25,5251040858798408,0.18416332944550837,157648.5,201824.75,514604.5,514604.5,18569.5,23364,115734,118002.455,12532.16131742136,4453.444520320264,1972.1282034670885,712.788,158.82,545.94,28.717,205.94,20.285,0.76541021675,0.32065028025,0.21097077425,0.72304037575,0.6667225855,2514.939,941.597,170.797,33443.34,12521.23,2271.232,28.487,29.008,11.742,20.084,8.676,250.834,26.639,307.794,32.689,-56.96,-6.049,0.888,0.52,7.830003827766534,6.847577369874721,7.728077694527628,NA,32.58267175572519,33.70876145038169,183.30625000000006,-0.03278333333333333,11.5,Africa,NA,NA,NA,NA,NA,NA,0.08350942974535847,NA,NA,35.416666666666664,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2009,0.7100363209166288,596069.15,3758388903844598,0.1803709951064803,179573,227820.79,482844.6125,482844.6125,6255.25,12386.5,131832.75,113224.5375,10332.138900650456,1701.125521057665,570.8136529883707,836.696,152.499,660.921,21.092,251.751,12.907,0.8082473235,0.38743498249999997,0.04205140875,0.91467255675,0.540676226,2632.477,1095.848,198.316,34232.475,14250.299,2578.884,21.895,19.664,16.161,9.756,9.367,288.544,26.331,356.437,32.526,-67.893,-6.195,-4.424,-2.231,7.875680507027893,6.999283771758763,7.85511202619587,NA,31.598494208494223,33.634777606177614,122.67990000000002,0.015366666666666666,11.8,Africa,NA,NA,NA,NA,NA,NA,0.06697217555269597,NA,0.00345,57,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2010,0.8187216192555407,909317.25,3716471716011223,0.17668303548650796,151669.045,262430.98,538807.685,538807.685,37706.1275,12532.25,132896.25,198996.25,15684.915634845129,3959.79679375366,2972.0028832413373,960.494,214.792,783.26,77.116,281.865,61.569,0.7815633925,0.37317714175,0.1894431935,0.68117736625,0.6126488535,2767.977,1268.711,230.024,35171.247,16120.846,2922.796,21.298,19.421,11.658,10.159,9.21,303.36,23.911,397.839,31.358,-94.479,-7.447,-4.318,-1.877,7.925872007454483,7.145756703401391,7.980295971365422,NA,22.49457831325302,26.361271485943774,136.88286666666667,0.014325,10.7,Africa,NA,NA,NA,NA,NA,NA,0.11786415817331374,NA,0.00261,66.33333333333333,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2011,-0.5638780531326069,537103.0725,5520184669533333,0.16751396859497053,239617,454796.5,894174.25,894174.25,29541.5,4832.565,141778.25,177466.25,12309.7009179581,2384.309464388026,2049.105278709948,1135.32,162.632,888.18,22.599,356.001,9.806,0.8335899207499999,0.40529461325,0.064040656,0.8495901695,0.544974853,2816.82,1441.678,247.726,34991.554,17909.048,3077.343,17.084,14.627,11.056,11.816,10.379,302.009,20.948,440.411,30.549,-138.402,-9.6,-6.088,-2.457,7.943363868071246,7.273562991938647,8.031821841322671,NA,24.20257936507937,30.077896825396813,158.63047500000002,-0.010366666666666668,11.8,Africa,NA,NA,NA,NA,NA,NA,0.06735671102236596,NA,NA,24.083333333333332,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2012,-6.262719504337963,1270074,5622795721859907,0.1636016226603193,308928.75,542678.5,1111831,1111831,9170.395,2661.485,106081.74,116804.48,6974.65098226548,706.5074341673136,547.5843434645011,1367.241,165.92,1086.211,17.576,383.742,0.776,0.87512639875,0.3654694445,0.0057542357499999995,0.9831836094999999,0.58473221575,2879.528,1674.7,278.769,34903.371,20299.394,3379.013,16.027,12.387,8.692,7.216,12.373,348.864,20.831,516.417,30.836,-167.553,-10.005,-10.146,-3.64,7.965381670809851,7.423389323740433,8.125338933998988,NA,17.815490196078425,24.584285490196052,141.875375,-4.999999999999912e-5,12.2,Africa,NA,NA,NA,NA,NA,NA,0.05229938463655958,NA,NA,55.75,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2013,3.29215715368628,1576316.5,8274980408034632,0.14477169751461608,336674,343081.0825,1379977.25,1379977.25,29811,4490.4275,160611.75,145522.6175,7822.1144646312605,1843.766259944098,1602.3973339066868,1647.143,205.341,1301.943,43.436,453.932,0.975,0.875527352,0.35293817974999997,0.00235225375,0.9933799945,0.59786118025,2974.609,1860.4,288.007,35160.857,21990.544,3404.341,14.212,11.993,6.916,9.856,12.992,403.589,21.694,644.079,34.62,-240.491,-12.927,-6.39,-2.219,7.99786788077081,7.528546797349942,8.132806660939178,NA,14.22903100775193,18.533330620155034,130.33970833333333,-0.00805,11.9,Africa,NA,NA,NA,NA,NA,NA,0.1470471390893175,NA,NA,69.66666666666667,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2014,0.4141291380309611,1841197,6520691943404839,0.14087541877427198,352934,602253.7825,1643605.5,1643605.5,25201.42,2138.5725,158270.5,146989.6525,6900.922652582159,1283.567723004695,1183.1652582159625,1964.809,179.884,1559.895,26.329,493.59,0.722,0.89216729925,0.329170709,0.00111297725,0.9964922174999999,0.63130464875,3061.345,2130,305.567,35268.957,24539.171,3520.357,13.643,12.744,10.093,8.315,13.365,519.447,24.387,759.849,35.674,-240.402,-11.286,-2.746,-0.899,8.026609640859586,7.6638772587034705,8.166317683903982,NA,14.131210937500002,18.281921875000005,125.75574999999999,-0.014758333333333332,11.8,Africa,NA,NA,NA,NA,NA,NA,0.09034142017988143,NA,NA,79.58333333333333,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Egypt,2015,1.5410684616484789,1652350.5325,7035957008583252,0.1297955676049427,353216.25,1049539.25,2037937.5,2037937.5,9703.66,14906.25,157607,95686.2775,3915.3106714677356,1006.993330332665,397.05634436760914,2387.339,186.08,1741.062,27.614,574.49,0.203,0.9153203575,0.32523775774999997,5.690737500000001e-4,0.99784635375,0.6448916295,3195.188,2443.9,332.075,35900.99,27459.551,3731.177,14.289,10.632,10.988,11.313,12.859,538.4,22.03,805.616,32.964,-267.216,-10.934,-12.143,-3.657,8.069401207021048,7.801350402924104,8.224479012460414,NA,16.721011673151743,23.99266614785993,93.948975,-0.02245,11.8,Africa,NA,NA,NA,NA,NA,NA,0.18917540698364324,NA,NA,158.41666666666666,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.375
Egypt,2016,6.922011352686034,2769063.25,9890279155881332,0.09846965784434905,165013.3225,1123833.89,2485146,2485146,3016.94525,25526.8675,94284.4375,229728.9925,8478.961855023252,1053.5104727984055,111.35104635712705,3220.902,486.116,2763.421,58.866,684.721,10.157,0.9001519805,0.288911232,0.0044269425,0.991213463,0.68092525875,3334.072,2709.4,332.484,36638.149,29773.626,3653.665,15.04,9.076,10.212,13.975,12.705,549.038,20.264,886.898,32.734,-337.86,-12.47,-19.831,-5.965,8.11194965875842,7.904482487146636,8.20348605238475,NA,15.863488372093013,23.590334883720946,83.54254999999999,0.009625,16.3,Africa,NA,NA,NA,NA,NA,NA,3.3218338523469004,NA,NA,143.83333333333334,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,0,EM,0.625
Egypt,2017,-3.8700523739029724,2727999.0525,10067990504779780,0.056022236696451046,152483.765,1394695.0575,2111069.935,2111069.935,259747.25,73361.855,484381.5,415695.5525,11979.698919308357,9599.686023054754,7485.511527377521,3844.437,1004.423,3188.342,477.028,1141.119,319.996,0.76744525675,0.3056366485,0.2241029425,0.7068753025,0.6938305499999999,3470,3470,236.528,36449.58,36449.58,2484.537,15.274,9.188,23.534,29.777,12.245,755.11,21.761,1116.986,32.19,-361.876,-10.429,-14.394,-6.086,8.151909872940905,8.151909872940905,7.817841603263947,NA,11.090891472868222,14.76677790697675,85.30769166666668,7.583333333333328e-4,19.8,Africa,NA,NA,NA,NA,NA,NA,0.5434784322784977,NA,NA,135.58333333333334,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.375
Egypt,2018,-2.56086296780395,3076408.3775,9100323374595758,0.05621635531641005,106721.655,2130577.75,3051743.5,3051743.5,384842.5,57957.71,587525.5,819981.265,18478.867467435888,9978.821156533108,8672.702483436247,4325.51,1051.264,3671.405,441.987,1301.141,192.281,0.73361261725,0.3611296965,0.21962659675,0.706316692,0.61644771325,3654.4,4437.4,250.253,37635.427,45699.279,2577.269,16.656,14.274,20.851,14.356,10.932,918.399,20.697,1335.98,30.107,-417.581,-9.41,-5.962,-2.383,8.203687200021637,8.397823898318482,7.854485590148369,NA,16.569101562499988,16.331809375,85.827533333333335,-0.011191666666666664,17.8,Africa,NA,NA,NA,NA,NA,NA,0.11246729208159968,NA,NA,154.25,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,2.375
Egypt,2019,2.191233439042269,2303937.375,8540051350071635,0.06053050617353545,103022.41,1819786.9475,3390627,3390627,399611.5,93216.9325,639703.25,905283.9075,17009.90036827568,9260.03706243776,7508.530467296744,4875.852,1236.63,4205.265,587.958,1512.708,254.302,0.7358847315,0.3673935985,0.1802792875,0.74933344225,0.59075543325,3857.5,5322.1,302.335,38833.906,53578.206,3043.64,18.104,14.5,13.875,9.359,8.612,1070.829,20.12,1465.127,27.529,-394.298,-7.409,-10.894,-3.603,8.257774584237316,8.579623241289704,8.020809446547458,NA,15.383007812499997,15.049324218750007,79.34297500000001,0.004791666666666666,13.8,Africa,NA,NA,NA,NA,NA,NA,0.5781684007818699,NA,NA,182.66666666666666,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.625
Hungary,2004,7.360062299507023,9091686.8075,19282273947429632,0.0050585570511584264,4238537,2434.3,7339716,7339716,1961269.5,2202725.5,613005.25,4777000.25,22664.02559853402,19755.680203736152,9305.057531371076,12422.728,5130.462,10799.339,4544.75,8604.17,2509.88,0.6033177635,0.819370705,0.2851840915,0.41077964125,0.0292079145,30460.23,21077.457,103.96,3010796.679,2083370.268,10275.774,26.774,18.097,6.751,5.523,6.075,8883.814,42.148,10218.731,48.482,-1334.917,-6.333,-8.88,-8.542,10.324177177307053,9.955959359704606,9.237544364994543,17.8248479888257,15.456793893129769,18.886297709923657,147.92725,0.006783333333333333,9.5,Europe,75.60976,77.83251,75.24272,83.25123,77.51196,85.57692,8.590083562345828,NA,0.12505,111.58333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,2.25
Hungary,2005,5.762972509438277,13651821.75,19029385383980020,0.004905959181033543,3314051.7475,2604.775,7414539.5,7414539.5,2657834.75,2738553.5,406169.41,6237282.5,27660.991475461014,23931.8083446642,11786.919121097058,13674.097,6100.051,12085.981,5372.258,9152.65,2538.39,0.56199902175,0.75676023325,0.28469843575,0.507943434,0.0367148825,31752.848,22549.02,112.981,3144469.004,2233018.419,11188.448,25.214,18.115,3.556,3.338,7.2,9373.631,41.57,11129.682,49.358,-1756.051,-7.788,-8.138,-7.203,10.365737701085365,10.023446885006411,9.322637096423264,18.4404311119283,12.779846153846155,14.031134999999999,161.17783333333333,0.014449999999999998,6,Europe,72.19512,74.5098,80.09708,79.41177,78.94736,86.53846,9.642452314668061,NA,0.07633,116.16666666666667,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Hungary,2006,4.2643910048554,11693150.035,5093153122763667,0.004731221908652938,4900322.25,3124.275,8285075.75,8285075.75,3133283,3077333.75,1104331.75,7314948.5,30082.49117186789,25540.962257455383,12885.52587710819,15684.968,7153.471,13663.955,6241.769,10195.87,2937.72,0.5383792967500001,0.7325226112500001,0.27833305025,0.5581573335,0.01810711575,33032.809,24316.299,115.577,3278039.992,2413049.419,11469.411,25.694,18.543,3.916,6.538,7.475,10217.202,42.018,12469.463,51.28,-2252.261,-9.262,-8.624,-7.462,10.405256558668293,10.098902145223347,9.34743885745354,19.3945719939768,12.78038461538462,16.52674884615384,170.34858333333332,-0.001341666666666667,8,Europe,74.14634,77.56097,80.67633,85.78432,82.77512,78.84615,7.996855131547262,NA,0.11641,107.33333333333333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,5.25
Hungary,2007,3.4571521318481744,12371532.05,6546474477909698,0.0055737195915927466,4954607.25,3457.725,8603930.75,8603930.75,3662721.75,3087909.25,1155127.5,7905759,30760.069628975798,26265.647561419784,14251.076469895437,16873.887,8018.826,14955.654,6842.92,10958.08,3241.26,0.5332681244999999,0.74301931475,0.29148097100000003,0.5359574945,0.012780706999999999,33112.808,25701.369,139.966,3289569.64,2553285.218,13904.826,24.181,17.023,7.967,7.374,7.4,11492.666,44.716,12785.953,49.748,-1293.287,-5.032,-10.334,-7.383,10.40767543516032,10.154299537947086,9.539991253105413,20.4544214723748,17.45256704980844,19.614428735632167,173.8896666666667,0.009291666666666667,7.5,Europe,73.30097,74.75728,71.98067,85.92233,81.81818,80.76923,7.218835794661393,NA,0.05856,60.083333333333336,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Hungary,2008,5.145689582309037,17929143.5,5232193581929129,0.006003060189243551,5079176,3920.7,9303349.25,9303349.25,2653883.585,3323845.25,1424051.155,8625794.25,31692.245924614668,21962.922696594618,9750.699911618924,19553.724,9741.45,15750.305,6668.765,11030.65,2458.86,0.52438575275,0.719523219,0.2692628245,0.59064728425,-0.0032665274999999997,33463.237,27217.365,158.136,3331332.703,2709543.554,15742.787,24.51,17.417,6.051,3.502,7.816,12196.28,44.811,13180.198,48.426,-983.918,-3.615,-11.488,-7.265,10.418202712240532,10.211610467698945,9.664137571100321,24.6722674728587,32.58267175572519,33.70876145038169,183.30625000000006,-0.03278333333333333,10,Europe,70.87379,75.24272,71.15385,85.92233,81.25,76.44231,19.350306201431252,NA,0.04607,35.416666666666664,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2009,6.570162729038892,10600073.575,5832980336219252,0.005048667909107818,4831385.75,4305.85,9475221.75,9475221.75,2436037.7575,3297480.75,3663458.1625,11467324,43341.18066098366,21670.047995212386,9207.095966311319,20694.74,11268.185,15032.831,6416.486,10037.51,2155.48,0.45606249225,0.67708917575,0.22230724275,0.723471783,-0.15462521725,31221.35,26458.264,130.76,3112486.292,2637649.686,13035.623,20.148,19.538,4.201,5.555,10.031,12093.519,45.708,13298.474,50.262,-1204.955,-4.554,-1.044,-0.799,10.348857434646387,10.183323827051009,9.475441119625179,22.8122470920043,31.598494208494223,33.634777606177614,122.67990000000002,0.015366666666666666,6.25,Europe,70.33493,72.72727,63.98104,81.81818,72.51185,74.88152,18.931063422626863,NA,0.03177,57,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2010,5.082177195665798,16316005.3325,6329786461478322,0.0047556995409826575,4903009.25,4438,9624536.5,9624536.5,3464777.5,2588902.8175,4108232.0975,9239330.92,33882.33258614446,22199.963575688398,12705.97888618434,21989.864,12309.212,15711.907,6908.119,10437.4,2532.72,0.44091347950000004,0.6548804165,0.2292609565,0.73121447925,-0.14468552475,31428.75,27268.875,131.136,3138481.126,2723075.195,13095.223,20.488,20.877,4.867,4.673,11.171,12199.55,44.738,13416.291,49.2,-1216.741,-4.462,0.256,0.196,10.355478358081225,10.213501220863247,9.480002786197348,19.030421370741,22.49457831325302,26.361271485943774,136.88286666666667,0.014325,5.75,Europe,68.57143,72.2488,69.19431,81.33971,72.98578,73.45972,13.378838611878779,NA,0.02614,66.33333333333333,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2011,6.0071608760381086,22571577.5,8081026816625885,0.004898265897390498,3801442.5,4632.125,8645840,8645840,5930296.5,2327816.75,5667624.25,13925737.5,49084.77861699002,29107.8056490927,20902.827648130722,22927.098,14962.533,16232.981,9194.155,9771.37,3796.79,0.374798191,0.62095320175,0.35417165424999997,0.6512814755,-0.07132664875,32000.465,28370.786,141.11,3204532.846,2841056.079,14130.741,20.266,20.953,3.921,4.07,11.028,12513.776,44.108,14001.014,49.35,-1487.238,-5.242,0.661,0.469,10.373505712926287,10.253115232741635,9.556107915917147,15.4416476477897,24.20257936507937,30.077896825396813,158.63047500000002,-0.010366666666666668,7,Europe,68.72038,72.03792,70.14218,80.56872,72.76995,73.23943,16.473578599463597,NA,0.02287,24.083333333333332,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2012,5.620923890814306,22523602.25,7834568844047360,0.004491438802266149,2732918.9975,4738.3,8555728.25,8555728.25,6705250.5,2148869.25,3891846.88,10488032.325,36356.273483054065,30692.391967118612,23243.437224091987,22662.231,14062.67,17302.248,9599.331,11475.6,5008.54,0.36938764,0.65175208325,0.41820225475,0.567215062,-0.02650418675,31529.485,28847.93,128.154,3174535.34,2904543.899,12903.11,19.229,20.936,5.668,4.992,11.003,13567.951,47.033,14241.938,49.369,-673.987,-2.336,1.993,1.555,10.35867841875522,10.269793518928784,9.465223646564697,15.3553505043406,17.815490196078425,24.584285490196052,141.875375,-4.999999999999912e-5,5.75,Europe,67.29858,70.61611,68.72038,79.14692,68.07512,70.89202,8.253442055089712,NA,0.03596,55.75,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2013,3.22918038789386,17641103.6025,7912321438734140,0.0044486598531117095,3663129.305,5049.4,4879658.5,4879658.5,7664709.75,1434712.8825,3983670.5,10339189.7825,34133.63540941635,30040.68801403167,25304.149902376423,23431.201,13683.662,19070.632,10434.852,12372.83,4994.15,0.41372945875,0.6569395315,0.4022905325,0.54907477775,0.0502828285,32148.404,30290.327,135.409,3244364.113,3056850.035,13665.259,20.811,24.424,1.721,0.416,10.178,14406.342,47.561,15194.728,50.164,-788.386,-2.603,4.699,3.471,10.378118086131835,10.318583699605137,9.522612051713471,14.7480563814251,14.22903100775193,18.533330620155034,130.33970833333333,-0.00805,3,Europe,65.87678,70.61611,70.61611,77.72512,67.60564,70.42254,5.3658361303473185,46388.88894758,0.03345,69.66666666666667,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
Hungary,2014,0.8273969367141061,25456205,8019274806301812,0.004204494091682991,6026548.75,5578.625,11794317.5,11794317.5,8263824.25,1762061.75,3636001,10257522.7725,31374.12832419737,30665.633496917864,25276.11083284232,25109.361,13528.986,21304.344,10651.373,13988.75,4886.82,0.45351471625,0.65660320125,0.3437841085,0.58685287325,0.0497958025,33497.056,32694.208,140.559,3391420.067,3310135.466,14230.919,23.311,24.629,-0.222,-0.927,7.726,15507.106,47.431,16417.385,50.215,-910.279,-2.784,1.701,1.21,10.419212833354417,10.394953215814528,9.563172270867868,15.1993160704062,14.131210937500002,18.281921875000005,125.75574999999999,-0.014758333333333332,2.1,Europe,60.57692,72.11539,68.57143,75.48077,71.15385,66.00985,10.64798984067934,41900.607901203104,0.02763,79.58333333333333,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,0.125
