country,year,real_interest_rate,yearQ,quarter,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,woe_country_code,GDP_cte,GDP_cur,GDP_per_cap_cte,inflation_mean,inflation_end,unemployment,lending_borroeing_rate,account_balance,develop,ln_GDP_cte,ln_GDP_cur,ln_GDP_per_cap_cte,taxes,vix_EUA,vix_EUR,Scale,nominal_rate,GDP_per_cap_cur_USD,ln_GDP_per_cap_cur,yearnum,post_08,post_09,post_15,post_16,post_17,ticker,fx_volatility,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,int_liq
Mexico,2012,0.638928018,2012Q4,4,4113.42975,26.5802095,0.076390126,1654.17975,436.892,2091.0715,2091.0715,1576.366,148.554,297.43825,2022.35825,273,3642,2018.932,2247,4.111,3.568,4.891,-3.726,-1.553,EM,8.20028826,7.610323938,7.717351272,27.07745799,17.8154902,24.58428549,Units,4.5,10241.72792,9.234225626,2012,YES,YES,NO,NO,NO,20,0.394054895,NO,YES,NO,NO,NO,NO,-0.01958561,NA
Mexico,2013,2.680924911,2013Q4,4,4585.62925,28.49892137,0.077517474,1746.33475,434.176,2180.51025,2180.51025,1916.3205,135.38125,353.417,2405.119,273,1354,2082.17,0.029,3.804,3.974,4.901,-3.707,-2.473,EM,7.210818453,7.641165898,-3.540459449,31.27241657,14.22903101,18.53333062,Units,3.5,10725.18332,9.280349836,2013,YES,YES,NO,NO,NO,20,0.325315679,NO,YES,NO,NO,NO,NO,-0.027648017,175432.4153
Mexico,2014,-0.834751369,2014Q4,4,5257.22425,30.9196564,0.073858551,1904.43775,550.447,2454.88425,2454.88425,2128.986,255.46375,417.88975,2802.34,273,2804,2180.178,1499,4.019,4.081,4.824,-4.537,-1.934,EM,7.938802248,7.687161804,7.312553498,30.51459995,14.13121094,18.28192188,Units,3,10922.37605,9.298568813,2014,YES,YES,NO,NO,NO,20,0.436002037,NO,YES,NO,NO,NO,NO,0.014543142,190923.191
Mexico,2015,0.617884103,2015Q4,4,5866.36125,32.30151527,0.061785034,1912.38125,711.70125,2624.08275,2624.08275,2504.868,196.12875,541.28175,3242.2785,273,3288,2275.306,2014,2.719,2.131,4.349,-4,-2.649,EM,8.098034756,7.729869828,7.607878073,34.72228312,16.72101167,23.99266615,Units,3.25,9605.952351,9.170138222,2015,YES,YES,YES,NO,NO,20,0.816697056,NO,YES,NO,NO,NO,NO,-0.049539597,173457.7472
Mexico,2016,-0.6257874,2016Q4,4,6481.61175,33.30983061,0.052465571,2308.849,552.19325,2861.04225,2861.04225,2796.904,174.65725,649.00825,3620.5695,273,2911,2365.776,1680,2.82,3.36,3.883,-2.767,-2.255,EM,7.976251944,7.768861366,7.426549072,35.70618754,15.86348837,23.59033488,Units,5.75,8739.756043,9.075637556,2016,YES,YES,YES,YES,NO,20,0.938360401,NO,YES,NO,NO,NO,NO,-0.195411674,173535.8191
Mexico,2017,0.639375706,2017Q4,4,6873.9965,32.20923804,0.053684005,2608.2395,573.002,3181.241,3181.241,2857.55725,191.72725,643.471,3692.7555,273,2118,2461.382,0.936,6.042,6.773,3.421,-1.064,-1.77,EM,7.658227526,7.80847826,-0.066139803,35.75647542,11.09089147,14.76677791,Units,7.25,9278.418168,9.135446355,2017,YES,YES,YES,YES,YES,20,1.059090899,NO,YES,NO,NO,NO,NO,-0.17763008,170458.3644
Mexico,2018,2.966604686,2018Q4,4,7405.393,32.29533597,0.052036631,2870.625,684.21725,3554.84225,3554.84225,2895.2995,281.49725,673.75425,3850.55075,273,2136,2575.206,0.992,4.898,4.831,3.33,-2.201,-1.884,EM,7.6666902,7.85368481,-0.008032172,37.70393692,16.56910156,16.33180938,Units,8.25,9673.443674,9.177139644,2018,YES,YES,YES,YES,YES,20,0.68783293,NO,YES,NO,NO,NO,NO,0.022696406,171444.9025
Mexico,2019,4.976156858,2019Q4,4,7909.25225,32.87748304,0.051996177,3338.8245,667.347,4006.1715,4006.1715,2873.868,350.70775,678.505,3903.08075,273,-0.146,2616.289,-1229,3.635,2.829,3.268,-2.321,-1.94E-04,EM,NA,7.86951218,NA,NA,15.38300781,15.04932422,Units,7.25,9863.072699,9.196553032,2019,YES,YES,YES,YES,YES,20,0.279901466,NO,YES,NO,NO,NO,NO,-0.031657957,177176.6536
Peru,2004,17.3087052,2004Q4,4,96.15575,44.30662043,0.295281059,16.60125,6.287,22.892,22.892,16.1555,0.75875,56.34975,73.264,293,4959,169388,3596,3.662,3.481,9.436,-1.033,9.80E-05,EM,8.508959386,12.03994722,8.187577396,23.89107208,15.45679389,18.88629771,Units,3,2417.035501,7.790297068,2004,NO,NO,NO,NO,NO,24,0.053842905,NO,NO,YES,YES,NO,NO,NA,NA
Peru,2005,21.28436819,2005Q4,4,96.726,40.97186796,0.30117398,16.50025,6.287,22.79125,22.79125,22.80675,1.1885,49.9395,73.93475,293,6285,185641,4945,1.618,1.494,9.579,-4.36E-04,1.565,EM,8.745921121,12.13156998,8.506132244,24.1145254,12.77984615,14.031135,Units,3.25,2729.498682,7.911873238,2005,NO,NO,NO,NO,NO,24,0.071004936,NO,NO,YES,YES,NO,NO,NA,NA
Peru,2006,15.11949891,2006Q4,4,94.21725,34.97424289,0.306340065,18.9675,6.3185,25.298,25.298,24.259,1.613,43.0475,68.9195,293,7529,205659,6227,2.001,1.138,8.542,2.029,3.331,EM,8.92651751,12.23397474,8.736649955,31.68923109,12.78038462,16.52674885,Units,4.5,3154.331237,8.056531783,2006,NO,NO,NO,NO,NO,24,0.112865205,NO,YES,NO,NO,NO,NO,0.0195665,NA
Peru,2007,21.05116741,2007Q4,4,93.59625,30.62047459,0.321912007,22.66075,6.64375,29.3155,29.3155,23.2975,1.951,39.032,64.2805,293,8518,229173,7259,1.779,3.928,8.419,3.348,1.489,EM,9.04993685,12.34223246,8.889997357,33.94885886,17.45256705,19.61442874,Units,5,3606.070435,8.190373936,2007,NO,NO,NO,NO,NO,24,0.064546086,NO,YES,NO,NO,NO,NO,0.016863892,NA
Peru,2008,22.32387459,2008Q4,4,92.0285,26.8173508,0.339015768,27.7565,5.97275,33.72925,33.72925,21.4825,2.866,33.951,58.2995,293,9143,254992,7911,5.788,6.65,8.377,2.68,-4.341,EM,9.120743838,12.44898745,8.976009475,32.24355078,32.58267176,33.70876145,Units,6.5,4220.616969,8.347736598,2008,YES,NO,NO,NO,NO,24,0.114123865,NO,YES,NO,NO,NO,NO,0.048373288,NA
Peru,2009,18.5944908,2009Q4,4,92.9615,25.88067145,0.335363205,25.24025,10.04825,35.2885,35.2885,21.556,2.47525,33.6415,57.67275,293,1049,259632,-0.078,2.935,2.45E-04,8.387,-1.389,-5.21E-04,EM,6.955592608,12.46702052,NA,29.28615727,31.59849421,33.63477761,Units,1.25,4196.312793,8.341961512,2009,YES,YES,NO,NO,NO,24,0.120046218,NO,YES,NO,NO,NO,NO,0.050451225,NA
Peru,2010,12.54947337,2010Q4,4,91.39125,22.96233698,0.355163032,24.1125,8.78225,32.89475,32.89475,25.3795,2.26875,30.84825,58.4965,293,8451,284854,7236,1.53,2.076,7.88,1.22E-04,-2.392,EM,9.042040057,12.55973205,8.886823847,30.35741836,22.49457831,26.36127149,Units,3,5082.354757,8.533529968,2010,YES,YES,NO,NO,NO,24,0.131359187,NO,YES,NO,NO,NO,NO,-0.010891366,NA
Peru,2011,11.17808786,2011Q4,4,94.086,20.77947192,0.363017703,21.78425,8.769,30.553,30.553,32.35825,2.96225,28.2125,63.533,293,6452,309567,5253,3.37,4.738,7.727,2.012,-1.974,EM,8.772145439,12.64292983,8.566554621,33.9291181,24.20257937,30.07789683,Units,4.25,5869.32308,8.677494588,2011,YES,YES,NO,NO,NO,24,0.049654088,NO,YES,NO,NO,NO,NO,0.055748558,NA
Peru,2012,17.82002249,2012Q4,4,94.829,19.23028972,0.381639317,20.8155,7.55575,28.68075,28.68075,36.61475,3.06275,26.47075,66.148,293,5951,334280,4762,3.655,2.649,6.798,2.051,-3.154,EM,8.691314552,12.71973424,8.468423027,33.95868642,17.8154902,24.58428549,Units,4.25,6528.972218,8.784004816,2012,YES,YES,NO,NO,NO,24,0.059124279,YES,NO,NO,NO,NO,NO,0.021637158,NA
Peru,2013,16.90330807,2013Q4,4,95.00275,17.84753804,0.36576694,21.5845,9.14475,32.3215,32.3215,37.60725,3.72675,21.347,62.6815,293,5837,360000,4659,2.806,2.86,5.945,7.35E-04,-5.132,EM,8.671972245,12.79385931,8.446556112,31.05396484,14.22903101,18.53333062,Units,4,6756.752769,8.818297694,2013,YES,YES,NO,NO,NO,24,0.10262502,YES,NO,NO,NO,NO,NO,0.048793751,64423.23958
Peru,2014,12.99478509,2014Q4,4,100.12075,17.7385868,0.348718063,25.2725,13.01975,40.16625,40.16625,33.2015,4.84,21.913,59.9545,293,2394,375440,1267,3.246,3.224,5.938,-2.28E-04,-4.486,EM,7.780720886,12.83585395,7.14440718,32.18352464,14.13121094,18.28192188,Units,3.5,6672.880255,8.805806868,2014,YES,YES,NO,NO,NO,24,0.061870977,YES,NO,NO,NO,NO,NO,-0.043394782,61185.27046
Peru,2015,13.06382202,2015Q4,4,118.749,19.94762153,0.310372008,29.72175,17.9775,50.16225,50.16225,36.79725,5.81275,25.97625,68.58675,293,3274,391767,2155,3.548,4.398,6.49,-2.124,-4.977,EM,8.093767758,12.87842255,7.675546003,28.82382658,16.72101167,23.99266615,Units,3.75,6229.101696,8.736987411,2015,YES,YES,YES,NO,NO,24,0.097462878,YES,NO,NO,NO,NO,NO,-0.048890146,60413.12154
Peru,2016,12.98525678,2016Q4,4,139.75425,21.90451452,0.299210467,33.77075,20.05025,56.691,56.691,46.42525,8.31425,28.3235,83.06275,293,4050,411855,2937,3.593,3.235,6.742,-2.254,-2.605,EM,8.30647216,12.92842662,7.985143931,31.05283419,15.86348837,23.59033488,Units,4.25,6204.99726,8.733110256,2016,YES,YES,YES,YES,NO,24,0.064641566,NO,YES,NO,NO,NO,NO,-0.123548693,60523.66589
Peru,2017,12.96495655,2017Q4,4,153.1515,22.46098657,0.307528897,37.72275,24.02775,64.40475,64.40475,57.6555,8.39275,22.699,88.747,293,2475,429997,1389,2.804,1.365,6.876,-2.935,-1.296,EM,7.813995675,12.97153351,7.236339343,29.57455758,11.09089147,14.76677791,Units,3.25,6710.508029,8.811429939,2017,YES,YES,YES,YES,YES,24,0.044831753,NO,YES,NO,NO,NO,NO,-0.037303309,62373.89662
Peru,2018,NA,2018Q4,4,161.56025,22.24998549,0.303754491,43.3875,27.59325,73.559,73.559,63.12425,7.45975,17.4175,88.00125,293,3969,457956,2882,1.317,2.192,6.7,-2.001,-1.697,EM,8.286269453,13.03452839,7.966239777,29.86504295,16.56910156,16.33180938,Units,2.75,6941.235848,8.845235114,2018,YES,YES,YES,YES,YES,24,0.063672795,NO,YES,NO,NO,NO,NO,0.027049262,58904.35423
Peru,2019,NA,2019Q4,4,176.8095,23.35812819,0.300717313,37.63,27.571,67.727,67.727,82.56,8.56775,17.95475,109.0825,293,2162,476014,-0.919,2.136,1.9,6.6,-1.368,-1.363,EM,7.678788998,13.07320254,NA,NA,15.38300781,15.04932422,Units,2.25,6977.695784,8.850474024,2019,YES,YES,YES,YES,YES,24,0.038540075,NO,YES,NO,NO,NO,NO,-0.012425845,66013.55843
Philippines,2004,3.955247393,2004Q4,4,3628.29225,71.36174488,0.017766671,1201.581,771.9125,2126.311,2126.311,432.822,185.60075,883.558,1501.98125,566,6698,340009,4552,5.963,8.398,11.825,-2.919,1.778,EM,8.809564253,12.73672737,8.423321976,39.24143476,15.45679389,18.88629771,Units,6.75,1121.489632,7.022413109,2004,NO,NO,NO,NO,NO,25,0.278558098,NO,NO,NO,YES,YES,NO,NA,NA
Philippines,2005,4.035489721,2005Q4,4,3810.981,67.13071574,0.01820431,1359.01375,828.4025,2313.71625,2313.71625,474.47375,223.39475,799.3965,1497.265,566,4778,367350,2689,7.702,6.743,11.35,-1.693,1.931,EM,8.471777328,12.81407035,7.896924656,39.64320745,12.77984615,14.031135,Units,7.5,1244.349041,7.126367814,2005,NO,NO,NO,NO,NO,25,0.869782397,NO,NO,NO,YES,YES,NO,NA,NA
Philippines,2006,4.44011945,2006Q4,4,3776.41375,59.9698887,0.019590056,1375.57,838.16,2359.89,2359.89,493.74125,221.36525,701.41775,1416.5245,566,5243,398310,3174,6.251,4.435,7.95,-4.80E-05,5.697,EM,8.564649133,12.89498588,8.062747901,38.64838155,12.78038462,16.52674885,Units,7.5,1452.438656,7.280999254,2006,NO,NO,NO,NO,NO,25,1.135419051,NO,NO,YES,YES,NO,NO,0.024040434,NA
Philippines,2007,5.357597019,2007Q4,4,3661.7745,52.78414164,0.022162537,1281.26725,778.1725,2353.56475,2353.56475,444.3,187.18425,676.72575,1308.21025,566,6617,436073,4525,2.779,3.861,7.325,-2.98E-04,5.404,EM,8.797397374,12.98556494,8.417372856,40.75487333,17.45256705,19.61442874,Units,5.25,1744.640313,7.464303689,2007,NO,NO,NO,NO,NO,25,2.153208174,NO,NO,YES,YES,NO,NO,0.070737214,NA
Philippines,2008,1.466578322,2008Q4,4,3870.389,50.25241562,0.022294067,1322.225,857.9375,2537.9425,2537.9425,394.33825,160.53425,777.57375,1332.44675,566,4153,463016,3303,9.305,8.055,7.4,1.70E-05,8.30E-05,EM,8.331586244,13.04551689,8.102586425,41.11961787,32.58267176,33.70876145,Units,5.5,1991.231542,7.596508591,2008,YES,NO,NO,NO,NO,25,2.96744833,NO,NO,YES,YES,NO,NO,0.1160734,NA
Philippines,2009,5.672578241,2009Q4,4,4121.51375,49.95703244,0.021006474,1277.77125,1067.245,2630.09625,2630.09625,466.3655,139.856,885.196,1491.41725,566,1148,471903,-0.607,3.227,4.358,7.475,-2.685,5.014,EM,7.045776577,13.06452873,NA,38.7655141,31.59849421,33.63477761,Units,4,1905.894711,7.552706842,2009,YES,YES,NO,NO,NO,25,0.720977901,NO,NO,YES,YES,NO,NO,0.005899761,NA
Philippines,2010,3.163508983,2010Q4,4,4362.625,48.33707222,0.022269001,1231.428,1214.7125,2721.618,2721.618,576.87125,158.42975,905.7065,1641.00725,566,7632,513839,5796,4.109,3.626,7.325,-2.353,3.597,EM,8.940105213,13.14966527,8.664923303,40.49980173,22.49457831,26.36127149,Units,4,2217.474009,7.704123993,2010,YES,YES,NO,NO,NO,25,1.117780744,NO,NO,YES,YES,NO,NO,-0.061295027,NA
Philippines,2011,2.640950503,2011Q4,4,4558.0085,46.1857941,0.022924389,1266.66775,1240.6075,2796.49775,2796.49775,648.422,183.5705,929.5185,1761.511,566,3660,543771,1921,4.756,4.136,7.025,-3.18E-04,2.517,EM,8.205218426,13.20628348,7.560601163,42.07008407,24.20257937,30.07789683,Units,4.5,2450.733656,7.80414271,2011,YES,YES,NO,NO,NO,25,0.518440784,NO,NO,YES,YES,NO,NO,0.056694338,NA
Philippines,2012,3.613268958,2012Q4,4,4886.979,45.75848692,0.023765071,1567.71575,1258.6425,3105.52575,3105.52575,707.79575,166.90125,906.756,1781.453,566,6684,591243,4119,3.021,2.749,6.975,-3.04E-04,2.779,EM,8.80747189,13.28998238,8.323365694,42.08176744,17.8154902,24.58428549,Units,3.5,2694.305473,7.898895741,2012,YES,YES,NO,NO,NO,25,0.853980112,NO,NO,YES,YES,NO,NO,0.028589137,NA
Philippines,2013,3.630934122,2013Q4,4,5193.7505,44.54151941,0.023280862,1802.65,1359.3625,3455.3725,3455.3725,733.00125,161.9035,843.4735,1738.378,566,7064,644114,5221,2.583,3.766,7.075,1.96E-04,4.188,EM,8.862766742,13.37563101,8.560444233,41.92656733,14.22903101,18.53333062,Units,3.5,2871.430902,7.962565757,2013,YES,YES,NO,NO,NO,25,1.383816926,NO,NO,YES,YES,NO,NO,0.035374696,75688.60738
Philippines,2014,2.399600243,2014Q4,4,5300.7005,41.58862249,0.022429421,1807.1495,1534.3175,3644.652,3644.652,697.53475,93.3395,865.17425,1656.0485,566,6145,696350,4349,3.598,1.91,6.8,8.64E-04,3.78,EM,8.723394022,13.45360769,8.377701213,41.16323552,14.13121094,18.28192188,Units,4,2959.648452,7.992825774,2014,YES,YES,NO,NO,NO,25,0.575206665,NO,NO,YES,YES,NO,NO,-0.020798578,72056.98677
Philippines,2015,6.34358649,2015Q4,4,5447.5845,39.89691277,0.021739794,1760.4965,1707.6125,3781.719,3781.719,733.16025,114.94125,817.76475,1665.866,566,6067,746284,4312,6.74E-04,7.50E-04,6.275,6.13E-04,2.482,EM,8.710619528,13.5228615,8.369157113,41.34354136,16.72101167,23.99266615,Units,4,3001.040371,8.006714298,2015,YES,YES,YES,NO,NO,25,1.097063627,NO,YES,NO,NO,NO,NO,-0.037960915,73963.94525
Philippines,2016,4.306550978,2016Q4,4,5604.637,38.29080872,0.020945098,1691.91475,1778.46,3854.90975,3854.90975,754.05075,132.6345,863.04175,1749.72725,566,6884,805918,5145,1.254,2.233,5.475,-3.69E-04,-3.93E-04,EM,8.836955157,13.59973728,8.545780648,41.95462499,15.86348837,23.59033488,Units,3,3073.653615,8.030622236,2016,YES,YES,YES,YES,NO,25,1.139343838,NO,YES,NO,NO,NO,NO,-0.031721873,73432.69866
Philippines,2017,3.231999269,2017Q4,4,6062.52525,37.90070446,0.019837171,1900.8995,2003.47,4290.6645,4290.6645,649.51275,148.70875,973.639,1771.86075,566,6678,875925,4969,2.853,2.912,5.725,-3.90E-04,-6.83E-04,EM,8.806573821,13.68303575,8.510973892,41.4692224,11.09089147,14.76677791,Units,3,3123.234229,8.046624356,2017,YES,YES,YES,YES,YES,25,0.619615785,NO,YES,NO,NO,NO,NO,-0.037941864,73228.46706
Philippines,2018,2.292106404,2018Q4,4,6605.1725,37.61130502,0.01880949,1943.454,2277.5875,4607.5615,4607.5615,836.78325,146.525,1014.3025,1997.611,566,6244,953288,4569,5.212,5.128,5.325,-1.629,-2.651,EM,8.739376282,13.76767234,8.427049642,36.52747574,16.56910156,16.33180938,Units,4.75,3252.092324,8.08705386,2018,YES,YES,YES,YES,YES,25,1.004058436,NO,YES,NO,NO,NO,NO,-0.055851038,71039.87217
Philippines,2019,6.316790565,2019Q4,4,7142.071,37.52109149,0.019334757,1957.6915,2698.7725,5048.189,5048.189,848.955,211.845,1033.082,2093.882,566,5905,1027.186,4272,2.48,2.523,5.075,-1.926,-1.29E-04,EM,8.683554729,6.934578304,8.359837381,NA,15.38300781,15.04932422,Units,4,3485.084218,8.156247489,2019,YES,YES,YES,YES,YES,25,0.653198409,NO,YES,NO,NO,NO,NO,-0.054636332,79823.65633
Poland,2004,NA,2004Q4,4,424.51875,47.36934224,0.28501823,133.169,112.35775,245.93325,245.93325,63.0185,41.343,74.224,178.5855,964,5136,541239,5212,3.492,4.4,18.974,-5.047,-5.418,EM,8.544029845,13.20161623,8.558718938,11.46274312,15.45679389,18.88629771,Units,6.5,6681.178818,8.807049721,2004,NO,NO,NO,NO,NO,26,0.263790712,NO,NO,YES,YES,NO,NO,NA,NA
Poland,2005,NA,2005Q4,4,451.58775,46.48658576,0.307436119,148.72525,113.7,262.55675,262.55675,67.7395,73.77425,47.51725,189.031,964,3493,577593,3539,2.133,7.00E-04,17.745,-3.962,-2.599,EM,8.158516245,13.26662475,8.17159948,12.25041203,12.77984615,14.031135,Units,4.5,8020.963164,8.989813789,2005,NO,NO,NO,NO,NO,26,0.118736166,NO,NO,YES,YES,NO,NO,NA,NA
Poland,2006,NA,2006Q4,4,499.08575,48.30508352,0.32097159,176.712,120.6265,297.3565,297.3565,70.61425,84.964,46.15125,201.72925,964,6179,631845,6226,1.033,1.4,13.843,-3.557,-4.024,EM,8.728911725,13.35639939,8.736489351,13.25431811,12.78038462,16.52674885,Units,4,9038.654807,9.109265638,2006,NO,NO,NO,NO,NO,26,0.103033428,NO,NO,YES,YES,NO,NO,0.07291885,NA
Poland,2007,NA,2007Q4,4,518.683,45.46784016,0.371844228,200.717,119.365,320.082,320.082,75.27275,85.63675,37.6915,198.601,964,7035,694465,7124,2.492,4,9.604,-1.853,-6.385,EM,8.85865297,13.45089704,8.871224644,14.88289948,17.45256705,19.61442874,Units,5,11255.37983,9.328601501,2007,NO,NO,NO,NO,NO,26,0.166035622,NO,NO,YES,YES,NO,NO,0.042170311,NA
Poland,2008,NA,2008Q4,4,548.8555,43.78575966,0.419898173,216.137,146.51025,362.64725,362.64725,77.37625,78.44825,30.3835,186.20825,964,4250,738058,4277,4.217,3.3,7.119,-3.6,-6.711,EM,8.354674262,13.51177769,8.361007108,15.32229937,32.58267176,33.70876145,Units,5,14001.38156,9.546911287,2008,YES,NO,NO,NO,NO,26,0.304067783,NO,NO,YES,YES,NO,NO,0.13681169,NA
Poland,2009,NA,2009Q4,4,655.742,49.02911898,0.323731076,236.23975,186.3535,422.59325,422.59325,107.65975,85.4015,40.08675,233.149,964,2820,764658,2766,3.45,3.5,8.169,-7.253,-4.058,EM,7.944492164,13.54718395,7.925157512,13.85591762,31.59849421,33.63477761,Units,3.5,11527.53442,9.35249375,2009,YES,YES,NO,NO,NO,26,0.286317266,NO,NO,YES,YES,NO,NO,0.114441901,NA
Poland,2010,NA,2010Q4,4,745.884,52.77566233,0.330506452,237.22775,207.8105,445.03825,445.03825,177.44625,78.97375,44.42625,300.846,964,3608,801475,3915,2.583,3.1,9.635,-7.397,-5.393,EM,8.190908881,13.59420906,8.272570608,12.53589722,22.49457831,26.36127149,Units,3.5,12599.53358,9.441415075,2010,YES,YES,NO,NO,NO,26,0.175512694,NO,NO,YES,YES,NO,NO,-0.297058591,NA
Poland,2011,NA,2011Q4,4,826.05675,54.40924478,0.329317693,238.35925,214.25775,452.617,452.617,246.70425,69.02875,57.70675,373.43975,964,5017,859270,4907,4.267,4.6,9.632,-4.88,-5.169,EM,8.520587424,13.66383847,8.498418036,12.40394565,24.20257937,30.07789683,Units,4.5,13893.50926,9.53917705,2011,YES,YES,NO,NO,NO,26,0.223441047,NO,NO,YES,YES,NO,NO,0.020499983,NA
Poland,2012,NA,2012Q4,4,876.1595,54.37029133,0.31325168,230.834,218.156,448.99,448.99,287.89125,68.636,70.64275,427.1695,964,1608,889833,1605,3.7,2.4,10.088,-3.742,-3.708,EM,7.38274645,13.69878908,7.380879036,12.70064961,17.8154902,24.58428549,Units,4.25,13145.53926,9.48383776,2012,YES,YES,NO,NO,NO,26,0.125641867,NO,NO,YES,YES,NO,NO,-0.003609765,NA
Poland,2013,NA,2013Q4,4,925.913,56.4201755,0.315128849,231.932,234.65275,466.58475,466.58475,300.984,66.7465,91.59775,459.3285,964,1392,918048,1395,9.00E-04,7.00E-04,10.328,-4.182,-1.279,EM,7.238496841,13.73000496,7.240649694,12.15811084,14.22903101,18.53333062,Units,2.5,13781.06261,9.531050654,2013,YES,YES,NO,NO,NO,26,0.076899301,NO,NO,YES,YES,NO,NO,-0.051287874,NA
Poland,2014,NA,2014Q4,4,842.7995,49.61221429,0.311529993,113.95425,265.3335,379.28775,379.28775,290.94775,65.17425,107.39025,463.512,964,3318,966067,3440,-2.50E-05,-1,8.988,-3.646,-2.092,EM,8.107117471,13.78098847,8.14322675,12.11731938,14.13121094,18.28192188,Units,2,14347.91458,9.571359885,2014,YES,YES,NO,NO,NO,26,0.144297669,NO,NO,YES,YES,NO,NO,0.00595683,NA
Poland,2015,NA,2015Q4,4,907.697,51.44981345,0.26228629,123.09675,290.5275,413.62425,413.62425,303.031,65.572,125.4695,494.07275,964,3839,1013.599,3873,-9.33E-04,-5.00E-04,7.499,-2.616,-5.50E-04,EM,8.252967195,6.921262642,8.26178468,12.15985712,16.72101167,23.99266615,Units,1.5,12572.4266,9.43926133,2015,YES,YES,YES,NO,NO,26,0.108205038,NO,NO,YES,YES,NO,NO,-0.011552196,NA
Poland,2016,NA,2016Q4,4,979.62925,53.29235647,0.253972403,123.91125,351.489,475.40025,475.40025,290.16675,63.84725,150.215,504.229,964,3064,1055.471,3168,-5.83E-04,8.00E-04,6.161,-2.369,-5.19E-04,EM,8.027476531,6.961742392,8.060855753,12.30150425,15.86348837,23.59033488,Units,1.5,12431.81589,9.428014263,2016,YES,YES,YES,YES,NO,26,0.125615795,NO,NO,YES,YES,NO,NO,-0.187747911,NA
Poland,2017,NA,2017Q4,4,1014.78775,52.38755225,0.27108763,129.885,371.929,501.814,501.814,287.60825,60.4495,164.91675,512.97375,964,4938,1128.445,4922,1.975,2.1,4.888,-1.459,1.90E-05,EM,8.50471567,7.028595858,8.501470231,12.47140991,11.09089147,14.76677791,Units,1.5,13861.30936,9.536856739,2017,YES,YES,YES,YES,YES,26,0.198741574,NO,NO,YES,YES,NO,NO,-0.032735395,NA
Poland,2018,NA,2018Q4,4,1033.09275,49.9753359,0.274518009,137.31175,397.971,535.2835,535.2835,295.6095,58.85575,143.344,497.80925,964,5148,1215.446,5138,1.6,1.1,3.846,-2.38E-04,-9.94E-04,EM,8.546363569,7.102866367,8.544419178,12.99962976,16.56910156,16.33180938,Units,1.5,15460.64428,9.646052995,2018,YES,YES,YES,YES,YES,26,0.155834361,NO,NO,YES,YES,NO,NO,0.063135403,NA
Poland,2019,NA,2019Q4,4,1052.19925,47.5548453,0.260452381,162.63725,434.8975,597.5355,597.5355,258.48825,60.04325,136.13225,454.66375,964,4095,1287.275,4105,2.308,3.4,3.279,-7.08E-04,4.89E-04,EM,8.317521996,7.16028286,8.319961022,NA,15.38300781,15.04932422,Units,1.5,15595.22703,9.654720187,2019,YES,YES,YES,YES,YES,26,0.064497541,NO,NO,YES,YES,NO,NO,0.012496006,NA
Romania,2004,8.796296172,2004Q4,4,46.1505,20.89892484,0.310441018,9.101,2.73,11.831,11.831,5.39325,4.51075,24.41525,34.31925,968,10428,243794,10974,11.855,9.158,8.027,-3.393,-7.589,EM,9.252249775,12.40407889,9.303284118,20.05554113,15.45679389,18.88629771,Units,17,3494.944517,8.15907278,2004,NO,NO,NO,NO,NO,27,0,NO,YES,NO,NO,NO,NO,NA,NA
Romania,2005,6.779794018,2005Q4,4,44.6775,16.54228244,0.336520626,6.60475,2.1475,8.75225,8.75225,3.887,6.05675,25.98125,35.92475,968,4668,263122,5347,8.995,8.717,7.153,-6.90E-04,-8.76,EM,8.448485993,12.48037308,8.584290935,16.33931991,12.77984615,14.031135,Units,7.5,4617.929016,8.437701619,2005,NO,NO,NO,NO,NO,27,0.075445207,YES,NO,NO,NO,NO,NO,NA,NA
Romania,2006,3.051434489,2006Q4,4,42.4535,13.33767809,0.362050366,5.4085,2.235,7.6435,7.6435,2.85075,6.388,25.571,34.81,968,8029,292851,8666,6.591,4.879,7.144,-1.36,-10.511,EM,8.990815266,12.58741923,9.067162602,18.25128531,12.78038462,16.52674885,Units,8.75,5757.496429,8.658258011,2006,NO,NO,NO,NO,NO,27,0.117157496,YES,NO,NO,NO,NO,NO,0.077497802,NA
Romania,2007,-2.130870771,2007Q4,4,46.3425,11.9298823,0.414185521,5.45075,8.3075,13.75825,13.75825,3.027,5.83075,23.72625,32.584,968,7234,322471,7876,4.834,6.561,6.314,-3.046,-13.583,EM,8.886547413,12.68376849,8.97157544,18.9964302,17.45256705,19.61442874,Units,7.5,8360.166321,9.031233601,2007,NO,NO,NO,NO,NO,27,0.099017427,YES,NO,NO,NO,NO,NO,0.070514332,NA
Romania,2008,-0.885438453,2008Q4,4,55.50275,11.22910196,0.399004626,5.2315,12.4925,17.724,17.724,0.566,10.279,26.93375,37.77875,968,9307,359341,11930,7.846,6.3,5.544,-4.605,-11.526,EM,9.138522084,12.79202708,9.386811515,19.96056963,32.58267176,33.70876145,Units,10.25,10435.04398,9.252925035,2008,YES,NO,NO,NO,NO,27,0.234836409,YES,NO,NO,NO,NO,NO,0.12587392,NA
