country,year,real_interest_rate,yearQ,quarter,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,woe_country_code,GDP_cte,GDP_cur,GDP_per_cap_cte,inflation_mean,inflation_end,unemployment,lending_borroeing_rate,account_balance,develop,ln_GDP_cte,ln_GDP_cur,ln_GDP_per_cap_cte,taxes,vix_EUA,vix_EUR,Scale,nominal_rate,GDP_per_cap_cur_USD,ln_GDP_per_cap_cur,yearnum,post_08,post_09,post_15,post_16,post_17,ticker,fx_volatility,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,int_liq
Argentina,2014,-11.60069877,2014Q4,4,1723.81975,42.0198412,0.121577881,194.0185,316.895,1135.29525,1135.29525,363.44475,4.71125,220.368,588.5245,213,-2513,853398,-3579,NA,23.915,7.25,-4.252,-1.628,EM,NA,13.65698131,NA,13.84930995,14.13121094,18.28192188,Units,26.8599,12334.79825,9.420179673,2014,YES,YES,NO,NO,NO,1,0.456821897,NO,NO,YES,YES,NO,NO,-0.224745385,29016.95481
Argentina,2015,-1.314708785,2015Q4,4,2838.3615,53.06579468,0.101911775,733.321,448.78625,2115.1345,2115.1345,426.019,8.0465,289.162,723.227,213,2731,885833,1630,NA,NA,6.533,-6.001,-2.743,EM,7.912423121,13.69428372,7.396335294,15.15797139,16.72101167,23.99266615,Units,33.0009,13789.06042,9.531630834,2015,YES,YES,YES,NO,NO,1,0.786295475,NO,NO,YES,YES,NO,NO,-0.457976433,23416.51088
Argentina,2016,-7.006039843,2016Q4,4,4018.51575,54.67331634,0.065853094,668.02975,569.70975,2559.97525,2559.97525,1006.70575,21.56925,430.2655,1458.54075,213,-2080,876387,-3110,NA,NA,8.467,-6.655,-2.713,EM,NA,13.68356305,NA,12.37987411,15.86348837,23.59033488,Units,24.7503,12790.24247,9.456437852,2016,YES,YES,YES,YES,NO,1,0.668755414,NO,NO,YES,YES,NO,NO,-0.192971876,36323.29998
Argentina,2017,0.455012808,2017Q4,4,5550.884,57.42839912,0.059185734,915.05375,750.69975,3306.148,3306.148,1659.4515,58.352,526.9325,2244.736,213,2669,916719,1609,25.675,24.796,8.35,-6.703,-4.843,EM,7.889459149,13.72855627,7.383368147,12.92991285,11.09089147,14.76677791,Units,28.75,14591.86338,9.58821935,2017,YES,YES,YES,YES,YES,1,0.894200831,NO,NO,YES,YES,NO,NO,-0.547562438,53030.80953
Argentina,2018,5.553461974,2018Q4,4,10276.95675,78.8750323,0.033540748,1633.246,1165.04975,5063.49475,5063.49475,3398.5355,213.88825,1601.0385,5213.462,213,-2482,915749,-3467,34.277,47.646,9.2,-5.493,-5.247,EM,NA,13.72749759,NA,10.43999893,16.56910156,16.33180938,Units,59.252,11683.94962,9.365971352,2018,YES,YES,YES,YES,YES,1,7.451205405,NO,NO,NO,YES,YES,NO,-0.112651463,63963.92209
Argentina,2019,10.39381467,2019Q4,4,16292.72525,87.66240472,0.020212025,3129.963,1846.3725,7539.85575,7539.85575,5036.21375,148.959,3567.69675,8752.8695,213,-2163,911562,-3132,53.548,53.832,9.825,-3.869,-7.71E-04,EM,NA,13.72291489,NA,NA,15.38300781,15.04932422,Units,55,10006.14897,9.21095508,2019,YES,YES,YES,YES,YES,1,8.412871021,NO,NO,NO,NO,YES,NO,-0.764591956,42192.52675
Brazil,2004,43.77915272,2004Q4,4,1300.11,69.90797903,0.348138408,430.35775,332.85425,1070.544,1070.544,156.21225,14.70325,58.651,229.566,223,5757,1924.531,4510,6.598,7.601,12.9,-2.88,1.698,EM,8.658171785,7.562437581,8.414052432,26.45566536,15.45679389,18.88629771,Units,17.75,3637.462389,8.199041572,2004,NO,NO,NO,NO,NO,4,0.083534478,NO,NO,NO,YES,YES,NO,NA,NA
Brazil,2005,44.6351679,2005Q4,4,1415.35675,67.70956287,0.419579455,542.78775,366.18525,1219.44225,1219.44225,138.814,13.0335,44.06725,195.9145,223,3192,2047.816,2006,6.87,5.69,11.4,-3.542,1.521,EM,8.068402959,7.624529138,7.603897969,28.3634371,12.77984615,14.031135,Units,18,4790.437088,8.474376936,2005,NO,NO,NO,NO,NO,4,0,NO,NO,NO,YES,YES,NO,NA,NA
Brazil,2006,41.24032648,2006Q4,4,1505.98025,65.1964108,0.46267862,614.2555,412.52375,1330.022,1330.022,124.456,13.5535,37.9485,175.95825,223,3955,2193.24,2804,4.184,3.142,11.5,-3.574,1.178,EM,8.28273588,7.693135182,7.938802248,24.85204329,12.78038462,16.52674885,Units,13.25,5886.463588,8.680410687,2006,NO,NO,NO,NO,NO,4,0.335645786,NO,NO,NO,YES,YES,NO,0.170268221,NA
Brazil,2007,35.02251547,2007Q4,4,1657.0605,63.56428134,0.529031229,689.84875,465.41275,1487.499,1487.499,117.087,18.285,34.1895,169.5615,223,6064,2388.726,4955,3.641,4.457,10.9,-2.739,2.90E-05,EM,8.710124927,7.778515448,8.508152447,26.02949777,17.45256705,19.61442874,Units,11.25,7348.030794,8.902187637,2007,NO,NO,NO,NO,NO,4,0.124563361,NO,NO,NO,YES,YES,NO,0.093151408,NA
Brazil,2008,35.36675779,2008Q4,4,1795.28975,60.72181946,0.537782082,681.8825,486.67925,1593.498,1593.498,144.18125,22.3465,35.26425,201.79175,223,5095,2559.265,4010,5.678,5.902,9.4,-1.534,-1.808,EM,8.536014946,7.847475387,8.29654652,26.63748236,32.58267176,33.70876145,Units,13.75,8831.023117,9.086026155,2008,YES,NO,NO,NO,NO,4,0.261534579,NO,NO,NO,YES,YES,NO,0.125422859,NA
Brazil,2009,34.79200964,2009Q4,4,2010.19375,62.28175152,0.523269218,697.90725,536.5035,1789.82875,1789.82875,155.683,28.2925,36.3895,220.365,223,-0.119,2575.7,-1139,4.888,4.312,9.7,-3.19,-1.575,EM,NA,7.853876621,NA,28.00403854,31.59849421,33.63477761,Units,8.75,8597.915352,9.059275052,2009,YES,YES,NO,NO,NO,4,0.225324141,NO,NO,NO,YES,YES,NO,0.016272116,NA
Brazil,2010,29.11580553,2010Q4,4,2313.87275,62.9708527,0.57265663,789.2495,558.7925,2039.48825,2039.48825,192.26925,45.792,36.32325,274.3845,223,7545,2802.32,6491,5.039,5.909,8.5,-3.826,-3.579,EM,8.928640371,7.938202925,8.778171881,22.93121665,22.49457831,26.36127149,Units,10.75,11286.24302,9.331339831,2010,YES,YES,NO,NO,NO,4,0.056011478,NO,NO,NO,YES,YES,NO,-0.027734984,NA
Brazil,2011,32.83349283,2011Q4,4,2545.257,60.51620204,0.58307396,960.99425,557.925,2251.639,2251.639,203.23475,55.45675,34.92675,293.618,223,3986,2974.902,3080,6.636,6.503,7.8,-2.467,-2.918,EM,8.290543501,7.997966376,8.032684876,24.64483555,24.20257937,30.07789683,Units,11,13245.6125,9.491421644,2011,YES,YES,NO,NO,NO,4,0.093272031,NO,NO,NO,YES,YES,NO,0.086242627,NA
