Country,Time,ESGIp,Ep,Sp,Gp,Spread,develop
Australia,2004,86.58374933,0,77.41838711,93.8742774,1.1118,AV
Australia,2005,85.04878184,0.753457155,78.35893833,91.62166995,0.8089,AV
Australia,2006,85.2615437,1.085809928,79.37315333,91.60158672,1.1798,AV
Australia,2007,86.19637507,0.695289854,80.07277559,92.64719619,2.3028,AV
Australia,2008,86.74117937,0.626584228,80.35705053,93.27109587,1.7797,AV
Australia,2009,86.36712854,0.598876942,80.17151846,92.84806558,1.8072,AV
Australia,2010,86.55937649,2.049214229,80.04039906,92.97375589,2.2515,AV
Australia,2011,87.52714505,3.821960488,80.47119849,93.90464185,1.7918,AV
Australia,2012,87.39212023,4.269768981,80.46652377,93.68895314,1.5156,AV
Australia,2013,87.31406469,7.036355349,80.87126789,93.20266119,1.2068,AV
Australia,2014,88.11640729,8.696244097,81.06252279,93.99637525,0.5688,AV
Australia,2015,86.99617924,7.809694178,81.29529586,92.6147941,0.6106,AV
Australia,2016,87.68745426,8.333533508,81.5502257,93.36976197,0.3207,AV
Australia,2017,87.07083886,9.107921721,81.35573101,92.55964548,0.2246,AV
Australia,2018,88.05262902,10.30079124,81.49160788,93.64220809,-0.3662,AV
Australia,2019,88.23897841,13.05904145,81.87438159,93.4962431,-0.5475,AV
Austria,2004,92.14640799,64.37667444,84.99103736,92.34144291,-0.5482,AV
Austria,2005,91.62024272,63.80360366,86.25547582,91.41895002,-1.1111,AV
Austria,2006,92.91744111,65.67890764,87.09618898,92.65247636,-0.7222,AV
Austria,2007,94.85151789,68.05549166,87.97596459,94.62875282,0.4088,AV
Austria,2008,94.20872201,68.51022858,89.21424068,93.45920064,1.6427,AV
Austria,2009,92.35041732,71.08013082,89.89877286,90.6745444,-0.1198,AV
Austria,2010,92.69685873,67.33686512,90.80626391,91.27164824,0.2135,AV
Austria,2011,91.72364091,67.53849944,91.88950378,89.74983462,1.0278,AV
Austria,2012,93.39174623,73.50780534,92.40832959,91.10910725,-0.0094,AV
Austria,2013,94.02307006,75.55725243,91.92078309,91.81681129,-0.7562,AV
Austria,2014,93.92770455,78.34508605,91.65256898,91.47528043,-1.5282,AV
Austria,2015,92.4054705,75.34208377,92.26042826,89.71077527,-1.3704,AV
Austria,2016,91.42396954,76.10041753,89.2675139,89.14348246,-2.0183,AV
Austria,2017,91.39177615,74.22543501,88.86108459,89.39872352,-1.8234,AV
Austria,2018,91.93796022,75.6585639,88.81159265,89.95275055,-2.1862,AV
Austria,2019,91.7220175,75.42926098,88.58932975,89.75948361,-1.8905,AV
Belgium,2004,81.01641796,10.76356504,79.20931187,85.27989786,-0.5302,AV
Belgium,2005,80.45784811,11.85395871,79.78862878,84.31628562,-1.0641,AV
Belgium,2006,80.85376581,12.93190705,80.29170652,84.57863906,-0.7092,AV
Belgium,2007,81.33132266,13.94805716,81.12522734,84.86760124,0.4448,AV
Belgium,2008,80.25288233,14.94915203,81.83472717,83.22395204,1.5627,AV
Belgium,2009,82.02699983,17.54754446,82.1314613,85.12151576,-0.1278,AV
Belgium,2010,82.27266007,17.15771354,82.42517657,85.3984337,0.6765,AV
Belgium,2011,83.49512673,20.21386853,82.83946352,86.52240254,2.2138,AV
Belgium,2012,83.4136967,22.74689486,82.51659531,86.23854014,0.3006,AV
Belgium,2013,84.17635804,23.65455497,82.38719204,87.14038601,-0.4712,AV
Belgium,2014,82.73494792,26.40877286,82.78228603,84.93582772,-1.3402,AV
Belgium,2015,82.9773881,28.22271582,82.72881635,85.06782257,-1.3004,AV
Belgium,2016,82.24359936,26.00203523,82.50004027,84.42811417,-1.9103,AV
Belgium,2017,80.70565009,27.08649493,81.26226676,82.68396899,-1.7704,AV
Belgium,2018,81.17258985,29.80770752,81.30331783,82.98195736,-1.9082,AV
Belgium,2019,81.02363633,28.4697692,81.43567024,82.89901392,-1.8275,AV
Brazil,2004,47.60986107,99.41706722,70.32276295,36.14543352,9.350355556,EM
Brazil,2005,47.90839409,99.89495078,72.19939067,36.00227948,9.304566667,EM
Brazil,2006,48.07689677,99.44808244,73.84491155,35.8485231,9.8578,EM
Brazil,2007,49.52061748,100,75.92756212,37.092441,8.4268,EM
Brazil,2008,51.71140727,97.2494978,78.32260309,39.54316034,11.8647,EM
Brazil,2009,54.66424635,99.93515706,80.20703858,42.52216633,8.7912,EM
Brazil,2010,56.33494544,96.82519407,82.37018245,44.41134881,8.8745,EM
Brazil,2011,56.82612781,97.99148858,84.96356718,44.2605009,10.7308,EM
Brazil,2012,56.52369295,94.9892219,86.28069928,43.85863849,7.4086,EM
Brazil,2013,55.6940691,91.33960536,88.03129398,42.74913659,7.8478,EM
Brazil,2014,55.43960889,88.98641654,88.62633216,42.52187738,10.1928,EM
Brazil,2015,53.7429432,89.73161501,87.65896398,40.54452453,14.2416,EM
Brazil,2016,53.8358544,93.42815121,86.77188227,40.50205264,8.9567,EM
Brazil,2017,53.22205952,92.59597716,86.14024468,39.97134133,7.8506,EM
Brazil,2018,52.67567492,94.41679427,85.80222329,39.17769485,6.5508,EM
Brazil,2019,54.24973886,94.41931698,85.92244302,41.13537513,4.8695,EM
Bulgaria,2004,52.75931687,29.1202713,75.29314533,48.67380812,0.872133333,EM
Bulgaria,2005,54.0036361,30.26500369,77.78194348,49.50266703,0.6609,EM
Bulgaria,2006,54.22469422,29.78200124,81.17492471,48.98065025,0.9398,EM
Bulgaria,2007,55.0090494,27.45557496,83.52560906,49.62225357,0.5538,EM
Bulgaria,2008,54.98597301,27.8331375,84.99282922,49.18597829,2.7247,EM
Bulgaria,2009,56.45170103,31.07133183,85.34948062,50.61282418,3.5752,EM
Bulgaria,2010,56.33512494,32.95497,85.29299951,50.28491476,2.2895,EM
Bulgaria,2011,55.51519868,28.93144846,86.26999895,49.42040536,3.3788,EM
Bulgaria,2012,56.47809708,32.17728009,87.18334043,50.0717148,1.5746,EM
Bulgaria,2013,56.15855981,36.28809852,87.29065015,49.2159947,0.4658,EM
Bulgaria,2014,55.61973467,35.56587138,85.95274836,48.94577757,0.8058,EM
Bulgaria,2015,55.9883257,36.18814838,85.54017256,49.45045576,0.1426,EM
Bulgaria,2016,57.24418011,35.54464301,85.52773013,51.10632963,-0.5363,EM
Bulgaria,2017,57.65921593,33.73081306,85.12076929,51.92024537,-1.4374,EM
Bulgaria,2018,58.44710047,38.41286708,85.31967466,52.38117408,-1.9332,EM
Bulgaria,2019,58.89157674,36.63893848,84.9143529,53.22773572,-1.6605,EM
Canada,2004,88.13409968,41.0447447,76.30953893,91.86503447,0.0878,AV
Canada,2005,87.62798495,42.60727384,77.49693506,90.7662924,-0.4121,AV
Canada,2006,89.01371088,43.23843217,78.35777689,92.23527393,-0.6162,AV
Canada,2007,88.80754709,42.62378155,78.92183999,91.89695548,-0.0332,AV
Canada,2008,89.6010032,44.7392348,79.38052869,92.56523326,0.4717,AV
Canada,2009,90.51596133,47.55369717,79.89434137,93.30084011,-0.2238,AV
Canada,2010,90.09952278,46.6841314,80.64704024,92.67598254,-0.1715,AV
Canada,2011,90.28489249,47.11638251,80.76883347,92.83484658,0.0648,AV
Canada,2012,90.73709246,47.87682097,80.76865649,93.32737823,0.0406,AV
Canada,2013,90.7492934,48.09363041,80.83538328,93.3036228,-0.2692,AV
Canada,2014,91.63616694,48.13229115,81.00671687,94.37679579,-0.3832,AV
Canada,2015,91.71488983,48.5085371,81.0412201,94.42865209,-0.8754,AV
Canada,2016,92.182716,49.76273549,81.344986,94.81359816,-0.7233,AV
Canada,2017,92.40268653,50.64217385,81.44644092,94.97501057,-0.3604,AV
Canada,2018,90.67751344,50.06441023,81.6552645,92.80342978,-0.7172,AV
Canada,2019,90.7049496,50.51980162,82.14707876,92.66759892,-0.2155,AV
Chile,2004,77.49669108,52.58705946,71.85298522,78.35368703,1.651133333,EM
Chile,2005,79.15849931,56.63185601,72.81997622,79.79164338,1.7109,EM
Chile,2006,78.35513036,57.2476171,76.36512335,77.82391139,1.2838,EM
Chile,2007,78.22864095,50.13037579,76.26440044,78.42560782,1.4968,EM
Chile,2008,78.23852001,51.20520021,77.34502349,78.05581735,4.5877,EM
Chile,2009,79.70095957,53.71463335,79.66373687,79.06167743,1.8012,EM
Chile,2010,80.79814928,48.25268732,81.71648856,80.49747334,0.8285,EM
Chile,2011,80.66485155,47.36643544,83.42313326,79.99264687,1.1278,EM
Chile,2012,81.21083986,45.44865651,84.90447492,80.50900274,0.6586,EM
Chile,2013,81.07913567,45.09578071,84.27131689,80.5379936,0.7258,EM
Chile,2014,81.63468766,49.98401941,84.9037289,80.57539876,1.0098,EM
Chile,2015,79.87118151,50.01591289,84.54232267,78.4353915,0.8096,EM
Chile,2016,78.78047497,49.76047029,84.87810242,76.99997613,0.8227,EM
Chile,2017,77.5722927,50.35521951,84.39491829,75.53369271,0.4866,EM
Chile,2018,79.38868469,51.76493294,85.67438324,77.36107135,1.0808,EM
Chile,2019,78.1558133,51.51762165,85.64174561,75.8376787,0.5885,EM
China,2004,29.45566881,32.44498927,65.27050488,21.41088419,-0.609533333,EM
China,2005,30.36851033,31.8055161,67.31789349,22.11636274,-1.0831,EM
China,2006,31.40386368,30.44208886,70.0936417,22.86874189,-1.6442,EM
China,2007,33.40165347,29.82707415,71.95468408,24.9887676,0.4368,EM
China,2008,35.27831959,30.79000893,73.83084042,26.78879906,0.5477,EM
China,2009,36.10538516,30.09756379,75.8232838,27.40520259,-0.1968,EM
China,2010,36.48075484,30.03236758,78.00160622,27.33958608,0.6165,EM
China,2011,37.7451221,28.15857951,79.82364438,28.67326149,1.5638,EM
China,2012,38.83588447,30.2109979,81.68917332,29.37064047,1.8326,EM
China,2013,39.86286459,30.2464546,83.33860533,30.25030077,1.5918,EM
China,2014,42.52215834,32.1355528,84.40702753,33.1456521,1.4788,EM
China,2015,43.63857672,33.19495979,85.26203182,34.23165585,0.5906,EM
China,2016,45.21212669,34.38448405,86.1086503,35.8836782,0.6157,EM
China,2017,47.94763799,34.64065611,87.31713585,39.00906372,1.4966,EM
China,2018,49.08796798,34.82113699,89.09997796,39.98342013,0.6258,EM
China,2019,49.22602629,35.39123114,90.96611569,39.63067423,1.2265,EM
Colombia,2004,38.46102643,93.49397382,70.28778863,25.21156504,8.5278,EM
Colombia,2005,40.80135567,92.37052396,74.97697146,27.10733908,4.2799,EM
Colombia,2006,43.18093212,92.47036034,75.90975561,29.86850082,4.5218,EM
Colombia,2007,45.19955718,93.01720842,77.43288701,31.97943231,6.9318,EM
Colombia,2008,46.31834843,94.12922852,80.29455911,32.55958727,8.3377,EM
Colombia,2009,44.86085906,87.4442024,79.96123683,31.49382611,4.6662,EM
Colombia,2010,47.61974194,86.84447944,81.44390384,34.66847974,4.4005,EM
Colombia,2011,50.84152672,93.3285053,81.79096129,37.97995565,5.3078,EM
Colombia,2012,50.45209101,90.92086458,83.1066812,37.40705569,3.7176,EM
Colombia,2013,50.85625677,84.67402827,84.43030773,38.23163644,3.7408,EM
Colombia,2014,52.41759772,84.57688111,85.76199539,39.87964125,4.9288,EM
Colombia,2015,53.37219909,81.40821737,86.64602466,41.1913237,6.3876,EM
Colombia,2016,54.65790844,82.17044537,86.91301792,42.66939921,4.6637,EM
Colombia,2017,55.2707396,90.18156816,87.95145587,42.35426901,4.0706,EM
Colombia,2018,55.72736037,88.71228387,88.31441514,42.99192279,4.0678,EM
Colombia,2019,56.9032756,86.07350783,89.91191895,44.34933637,4.4215,EM
Czech Republic,2004,70.67227474,17.01625494,85.22886642,70.05800692,0.7878,AV
Czech Republic,2005,72.6866766,17.80269986,86.55059445,72.18934622,-0.6891,AV
Czech Republic,2006,73.93186877,17.99540111,87.04798422,73.61735893,-0.9872,AV
Czech Republic,2007,73.08913576,17.63945313,87.80520951,72.39981306,0.7418,AV
Czech Republic,2008,74.77038356,19.01404043,88.23449838,74.27341283,1.9537,AV
Czech Republic,2009,74.7824745,21.13832927,87.44248988,74.26764069,0.0702,AV
Czech Republic,2010,75.04023108,21.58642405,87.33956671,74.57266673,0.6115,AV
Czech Republic,2011,75.84550272,22.89713649,87.5541403,75.40034835,1.7138,AV
Czech Republic,2012,75.11231205,24.16494165,88.12557972,74.19980883,0.0786,AV
Czech Republic,2013,75.34235307,25.82115199,88.31121304,74.27247587,-0.5092,AV
Czech Republic,2014,76.37762988,26.201299,88.36733759,75.52666712,-1.4322,AV
Czech Republic,2015,76.57872568,26.47674293,86.73633391,76.16132972,-1.7404,AV
Czech Republic,2016,76.18405468,26.23856787,86.81114184,75.66871533,-2.0103,AV
Czech Republic,2017,77.32160094,26.31136904,87.13268506,77.01728332,-0.6844,AV
Czech Republic,2018,76.88068394,26.34513246,87.32074454,76.40971903,-0.7412,AV
Czech Republic,2019,76.54109141,26.95846201,87.69187675,75.82425578,-0.2835,AV
Denmark,2004,91.1169445,22.84615723,77.1918947,97.2935392,-0.3732,AV
Denmark,2005,90.05495883,26.13457556,78.01499196,95.40558028,-1.1071,AV
Denmark,2006,90.95716276,19.64548359,79.39775684,96.86942394,-0.7742,AV
Denmark,2007,92.58838798,24.81768006,80.74296488,98.05725588,0.4238,AV
Denmark,2008,92.11142704,26.79393286,81.00711822,97.18415131,2.7027,AV
Denmark,2009,92.17453535,27.68852835,81.56147295,97.03225629,-0.1688,AV
Denmark,2010,91.79579232,30.23896753,80.68254909,96.51057073,-0.2745,AV
Denmark,2011,93.50554926,36.81556465,82.12404836,97.62816733,-0.1942,AV
Denmark,2012,92.87133209,43.08282344,81.8972792,96.23574718,-0.6904,AV
Denmark,2013,93.04225891,41.25141364,81.37097364,96.77310223,-1.0522,AV
Denmark,2014,92.62154633,48.53474504,82.09218213,95.30743138,-1.3252,AV
Denmark,2015,93.02847089,55.03024828,81.80830927,95.22072756,-1.2984,AV
Denmark,2016,91.76699251,51.44563307,81.6086468,94.04830619,-2.1153,AV
Denmark,2017,92.09697233,58.11664897,81.98594239,93.68039945,-1.9284,AV
Denmark,2018,92.58713983,57.05661525,81.78009692,94.4607856,-2.4592,AV
Denmark,2019,93.31657128,62.35652638,81.93348477,94.79539513,-2.0685,AV
"Egypt, Arab Rep.",2004,30.19836007,24.40322859,61.72988997,24.06896754,-2.365977778,EM
"Egypt, Arab Rep.",2005,31.44556031,23.56824134,64.60473194,25.00939737,-2.5051,EM
"Egypt, Arab Rep.",2006,29.32216711,23.13356264,66.17693172,21.97802572,-3.1292,EM
"Egypt, Arab Rep.",2007,32.15436598,23.78914775,67.73073581,25.09758841,-1.925533333,EM
"Egypt, Arab Rep.",2008,33.91600684,22.94613844,71.11117499,26.56176842,-0.5563,EM
"Egypt, Arab Rep.",2009,35.35033375,21.72064944,72.31815664,28.19734709,-1.4488,EM
"Egypt, Arab Rep.",2010,34.52066039,21.8708492,75.3180569,26.38133174,-1.0445,EM
"Egypt, Arab Rep.",2011,31.3067359,21.79640323,77.12073917,21.87749761,0.3748,EM
"Egypt, Arab Rep.",2012,31.80605835,21.56655135,77.88928659,22.33913339,0.9066,EM
"Egypt, Arab Rep.",2013,29.48718052,21.74772595,79.48250066,18.99188346,-0.9612,EM
"Egypt, Arab Rep.",2014,29.06802052,21.52864966,79.44720028,18.49398543,-0.0452,EM
"Egypt, Arab Rep.",2015,29.72166502,21.32927704,78.91063046,19.47479171,-0.3074,EM
"Egypt, Arab Rep.",2016,30.66660446,20.96365194,80.14674753,20.39600495,-1.5573,EM
"Egypt, Arab Rep.",2017,31.59795879,20.53013087,80.99811634,21.40360275,-1.5234,EM
"Egypt, Arab Rep.",2018,32.80004323,20.67806019,80.2033485,23.10595762,-1.6752,EM
"Egypt, Arab Rep.",2019,33.61491728,21.32097874,80.85227074,23.90587925,-1.0635,EM
Finland,2004,97.44864233,48.13263719,87.85552155,100,-0.5182,AV
Finland,2005,96.88378235,54.08171953,88.77523492,98.44047903,-1.1511,AV
Finland,2006,96.24077045,46.86232568,90.29231759,97.99450358,-0.7222,AV
Finland,2007,95.25590777,49.03014096,91.24711049,96.28682823,0.3808,AV
Finland,2008,96.49427187,55.27361392,92.80545908,96.81418253,1.4627,AV
Finland,2009,98.09613973,52.73077209,94.57294247,98.65702464,-0.2728,AV
Finland,2010,98.19737002,50.09269822,95.90943262,98.72247861,-0.1335,AV
Finland,2011,98.89320852,54.32522539,96.94592039,98.90352723,0.4378,AV
Finland,2012,100,60.7447721,97.39589852,99.52453975,-0.2304,AV
Finland,2013,98.84610497,57.96065904,93.53121263,99.32462597,-0.8982,AV
Finland,2014,98.7732118,60.92133163,93.99084353,98.8110093,-1.5132,AV
Finland,2015,97.80976783,65.62497128,93.55517676,97.21690566,-1.3504,AV
Finland,2016,97.21443012,64.54238116,93.22140359,96.66068493,-2.0963,AV
Finland,2017,98.14187252,66.84430394,92.98873505,97.652342,-1.8044,AV
Finland,2018,97.79920211,65.93754221,92.73126367,97.37792057,-2.1362,AV
Finland,2019,97.68595622,67.38651886,92.78798603,97.07077874,-1.8675,AV
France,2004,81.18976488,28.75430553,78.80544175,83.73924209,-0.5412,AV
France,2005,81.2409215,28.03534421,79.3943379,83.73048859,-1.0871,AV
France,2006,82.27831197,29.15797018,80.67972346,84.60217022,-0.7212,AV
France,2007,82.06258387,30.06766682,81.49761073,84.03042138,0.3988,AV
France,2008,82.7009035,31.20034476,81.82362615,84.63769505,1.2017,AV
France,2009,81.89369535,31.89201279,82.00953809,83.49997844,-0.2438,AV
France,2010,82.96052925,32.27169738,82.11642335,84.78134115,0.0685,AV
France,2011,82.02109443,31.81781991,82.59045214,83.52283118,1.2718,AV
France,2012,81.83902008,33.92218302,82.75680023,83.03346369,0.2396,AV
France,2013,81.91069257,35.29693075,83.01055718,82.91812941,-0.4702,AV
France,2014,81.32049511,35.89937582,83.35787811,82.02324228,-1.3452,AV
France,2015,80.58474989,35.53634756,83.5996168,81.07087605,-1.2814,AV
France,2016,79.89252985,36.59124243,83.96162551,79.99664576,-1.7583,AV
France,2017,80.95163597,35.93367122,84.1350045,81.35885813,-1.6204,AV
France,2018,81.13340279,38.19842181,84.24133892,81.32750059,-1.9742,AV
France,2019,82.55945624,38.62574774,84.63044044,82.98684451,-1.7995,AV
Germany,2004,83.56049545,22.61558898,80.93355031,86.83466557,-0.5352,AV
Germany,2005,85.15154131,23.57796113,82.12246355,88.44641197,-1.0821,AV
Germany,2006,86.4960434,23.98707218,83.46850143,89.76457536,-0.7542,AV
Germany,2007,86.93347401,26.07707214,85.08351661,89.69573039,0.2838,AV
Germany,2008,86.27254712,26.40053339,86.42910157,88.48993682,0.7387,AV
Germany,2009,86.25545636,28.57257457,86.42453865,88.24482485,-0.4498,AV
Germany,2010,85.71826124,27.98821263,84.30442342,88.15863639,-0.3305,AV
Germany,2011,86.24923423,30.64408197,84.49522911,88.50669175,-0.0472,AV
Germany,2012,86.81562573,32.07600047,84.55737973,89.05835944,-0.4414,AV
Germany,2013,87.33869176,32.39490165,85.53109087,89.44175411,-1.0992,AV
Germany,2014,89.81437511,34.4967942,85.33874321,92.39947149,-1.6302,AV
Germany,2015,88.80019021,36.42157765,84.90012729,91.02945785,-1.6404,AV
Germany,2016,88.77813079,36.41645257,86.00025935,90.72614099,-2.2363,AV
